序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
7460,688176,亚虹医药,净利润,"预计2021年1-12月净利润亏损:20,064.19万元至24,183.81万元。",-221240000.0,10.53,,减亏,-247266724.21,2022-01-06
7461,603339,四方科技,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:14,918.76万元至16,318.76万元,同比上年增长:50.6%至64.77%,同比上年增长5,000万元至6,400万元。",156187600.0,57.685,"报告期内,公司管理层积极采取多种措施抓住市场机遇,扎实做好生产经营,大力推进研发创新,加大市场营销力度,实现订单、销售量持续增长,整体产能利用率上升。同时,通过优化经营管理、提质增效等措施,成本费用控制良好,净利润较上年同期稳定增长。目前,公司在手订单充足,销售规模稳步提升,经营持续向好。",预增,98816100.0,2022-01-06
7462,603339,四方科技,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:16,844.76万元至18,244.76万元,同比上年增长:58.24%至71.4%,同比上年增长6,200万元至7,600万元。",175447600.0,64.82,"报告期内,公司管理层积极采取多种措施抓住市场机遇,扎实做好生产经营,大力推进研发创新,加大市场营销力度,实现订单、销售量持续增长,整体产能利用率上升。同时,通过优化经营管理、提质增效等措施,成本费用控制良好,净利润较上年同期稳定增长。目前,公司在手订单充足,销售规模稳步提升,经营持续向好。",预增,106447600.0,2022-01-06
7463,603186,华正新材,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:23,500万元至25,500万元,同比上年增长:88%至104%,同比上年增长10,978万元至12,978万元。",245000000.0,96.0,"(一)主营业务影响报告期内,行业需求旺盛,产销两旺推动公司盈利能力提升;同时公司对产品结构持续升级,提升公司竞争力。(二)会计估计变更的影响2021年10月21日,公司召开第四届董事会第十八次会议和第四届监事会第十七次会议,审议通过了《关于会计估计变更的议案》。公司对计量应收账款、其他应收款的预期信用损失的会计估计进行变更,此项变更增加归属于上市公司股东的净利润4,822.22万元。",预增,125220300.0,2022-01-06
7464,603186,华正新材,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:17,000万元至19,500万元,同比上年增长:64%至88%,同比上年增长6,610万元至9,110万元。",182500000.0,76.0,"(一)主营业务影响报告期内,行业需求旺盛,产销两旺推动公司盈利能力提升;同时公司对产品结构持续升级,提升公司竞争力。(二)会计估计变更的影响2021年10月21日,公司召开第四届董事会第十八次会议和第四届监事会第十七次会议,审议通过了《关于会计估计变更的议案》。公司对计量应收账款、其他应收款的预期信用损失的会计估计进行变更,此项变更增加归属于上市公司股东的净利润4,822.22万元。",预增,103899400.0,2022-01-06
7465,600396,华电辽能,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:180,000万元至203,800万元,同比上年降低188,200万元至212,000万元。",-1919000000.0,-2440.245,"受外部因素影响,本报告期公司煤价同比大幅度攀升,公司发电、供热成本出现倒挂。",首亏,82000000.0,2022-01-06
7466,600396,华电辽能,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:182,000万元至205,800万元,同比上年降低177,400万元至201,200万元。",-1939000000.0,-4115.215,"受外部因素影响,本报告期公司煤价同比大幅度攀升,公司发电、供热成本出现倒挂。",增亏,-46000000.0,2022-01-06
7467,301196,唯科科技,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:17,766.78万元至20,460.54万元,同比上年增长:30.6%至50.4%。",191136600.0,40.5,,预增,136040893.94,2022-01-06
7468,301196,唯科科技,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:19,119.33万元至21,813.08万元,同比上年增长:18.93%至35.69%。",204662050.0,27.31,,略增,160756584.19,2022-01-06
7469,301196,唯科科技,营业收入,"预计2021年1-12月营业收入:108,989.66万元至124,489.66万元,同比上年增长:19.7%至36.72%。",1167396600.0,28.21,,略增,910535393.22,2022-01-06
7470,301102,兆讯传媒,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:23,497.38万元,同比上年增长:15.88%。",234973800.0,15.88,,略增,202776500.0,2022-01-06
7471,301102,兆讯传媒,营业收入,"预计2021年1-12月营业收入:60,918.55万元,同比上年增长:24.82%。",609185500.0,24.82,,略增,488063600.0,2022-01-06
7472,301102,兆讯传媒,净利润,"预计2021年1-12月净利润盈利:24,000.58万元,同比上年增长:15.28%。",240005800.0,15.28,,略增,208185000.0,2022-01-06
7473,301102,兆讯传媒,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:24,000.58万元,同比上年增长:15.28%。",240005800.0,15.28,,略增,208185000.0,2022-01-06
7474,300962,中金辐照,非经常性损益,预计2021年1-12月非经常性损益:760万元至960万元。,8600000.0,353.23,"1.2021年,公司加快市场开发、大力拓展新技术应用和新应用领域,严格成本费用管控,核心竞争力和行业影响力进一步得到提升,公司预计全年业绩较去年同期有较大幅度增长。2.公司2020年非经常性损益金额为189.75万元,预计2021年非经常性损益对净利润的影响金额为760万元到960万元之间,主要系报告期内公司收到的政府补助等。",不确定,1897500.0,2022-01-06
7475,300962,中金辐照,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:8,246.13万元至9,846.13万元,同比上年增长:34%至60%。",90461300.0,47.0,"1.2021年,公司加快市场开发、大力拓展新技术应用和新应用领域,严格成本费用管控,核心竞争力和行业影响力进一步得到提升,公司预计全年业绩较去年同期有较大幅度增长。2.公司2020年非经常性损益金额为189.75万元,预计2021年非经常性损益对净利润的影响金额为760万元到960万元之间,主要系报告期内公司收到的政府补助等。",预增,61538200.0,2022-01-06
7476,300778,新城市,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:6,089万元至8,119万元,同比上年下降:0%至25%。",71040000.0,-12.5,"本年度营业收入较上年基本持平,业绩下降的主要原因是预计信用减值损失和资产减值损失计提较2020年度增加50%至100%。",略减,81185800.0,2022-01-06
7477,300778,新城市,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:7,560万元至10,080万元,同比上年下降:0%至25%。",88200000.0,-12.5,"本年度营业收入较上年基本持平,业绩下降的主要原因是预计信用减值损失和资产减值损失计提较2020年度增加50%至100%。",略减,100802100.0,2022-01-06
7478,300224,正海磁材,非经常性损益,"预计2021年1-12月非经常性损益约:1,000万元。",10000000.0,-53.87,"1、公司2021年度经营业绩大幅增长的主要原因是:(1)公司紧抓市场机遇,加大市场开拓力度,进一步扩大在新能源汽车、家用电器、智能消费电子等下游应用领域的市场份额,同时,扎实做好生产管理、多举措降本增效,报告期内高性能钕铁硼永磁材料业务销售收入及净利润较去年同期大幅增长;(2)公司承担了多个新品开发项目,报告期内新能源汽车电机驱动系统业务收入明显增加,亏损额大幅减少。2、公司预计报告期内非经常性损益对净利润的影响金额约为1,000万元,主要系各类政府补助。",不确定,21677572.05,2022-01-06
7479,300224,正海磁材,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:25,277.56万元至29,268.76万元,同比上年增长:90%至120%。",272731600.0,105.0,"1、公司2021年度经营业绩大幅增长的主要原因是:(1)公司紧抓市场机遇,加大市场开拓力度,进一步扩大在新能源汽车、家用电器、智能消费电子等下游应用领域的市场份额,同时,扎实做好生产管理、多举措降本增效,报告期内高性能钕铁硼永磁材料业务销售收入及净利润较去年同期大幅增长;(2)公司承担了多个新品开发项目,报告期内新能源汽车电机驱动系统业务收入明显增加,亏损额大幅减少。2、公司预计报告期内非经常性损益对净利润的影响金额约为1,000万元,主要系各类政府补助。",预增,133039800.0,2022-01-06
7480,003022,联泓新科,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:108,000万元至114,000万元,同比上年增长:68.59%至77.96%。",1110000000.0,73.275,"报告期内,公司积极应对主要原材料价格大幅上涨、宏观政策变化等影响,努力发挥核心竞争优势,业绩同比实现了较大幅度的增长,主要原因如下:1、报告期内,公司各生产装置安全平稳高效运行,主要装置经济技术指标持续保持领先水平,产品全产全销。2、公司坚持差异化、高端化的产品定位,受益于下游需求增长,主要产品价格涨幅大于原材料价格涨幅,毛利水平同比有较大提升。3、完成对上游甲醇原料供应商联泓化学的并购,双方一体化协同效应逐渐显现,进一步强化了成本优势与抗风险能力。",预增,640608600.0,2022-01-06
7481,003019,宸展光电,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:14,946.39万元,同比上年增长:34.43%。",149463900.0,34.43,"1.公司收购的MicroTouch品牌运营成效显著,通过整合公司产品策略和MicroTouch的客户资源,实现营收快速增长;2.公司今年新开拓了运动健身项目业务,进一步拓展了公司的产品应用领域,为公司带来了新的业务增长点;3.公司加大了国内市场开拓力度,国内市场营收快速增长;4.全球市场逐步复苏,需求旺盛;公司力克新冠疫情、原材料短缺等不利因素影响,保障订单交付。",略增,111183800.0,2022-01-06
7482,003019,宸展光电,每股收益,预计2021年1-12月每股收益盈利:1.17元。,1.17,,"1.公司收购的MicroTouch品牌运营成效显著,通过整合公司产品策略和MicroTouch的客户资源,实现营收快速增长;2.公司今年新开拓了运动健身项目业务,进一步拓展了公司的产品应用领域,为公司带来了新的业务增长点;3.公司加大了国内市场开拓力度,国内市场营收快速增长;4.全球市场逐步复苏,需求旺盛;公司力克新冠疫情、原材料短缺等不利因素影响,保障订单交付。",略增,1.13,2022-01-06
7483,003019,宸展光电,营业收入,"预计2021年1-12月营业收入:159,232万元,同比上年增长:33.4%。",1592320000.0,33.4,"1.公司收购的MicroTouch品牌运营成效显著,通过整合公司产品策略和MicroTouch的客户资源,实现营收快速增长;2.公司今年新开拓了运动健身项目业务,进一步拓展了公司的产品应用领域,为公司带来了新的业务增长点;3.公司加大了国内市场开拓力度,国内市场营收快速增长;4.全球市场逐步复苏,需求旺盛;公司力克新冠疫情、原材料短缺等不利因素影响,保障订单交付。",略增,1193656100.0,2022-01-06
7484,002472,双环传动,每股收益,预计2021年1-12月每股收益盈利:0.44元至0.46元。,0.45,,"业绩增长的主要原因:1、借力于齿轮制造领域国产替代进口的加速和主机厂将齿轮零部件外包给专业厂家的趋势愈发明显,公司多个优质项目进入快速爬坡阶段,战略布局的产能逐步得到释放;2、凭借多年来在高端齿轮领域的储备与深耕,公司在新能源汽车驱动系统齿轮领域抢得了市场先机,推动了行业集中度的提高,随着新能源汽车的渗透率持续地提升和行业的蓬勃发展,不断地推动公司业绩的增长;3、公司致力于自主创新和技术升级,有效地推动制造能力的提升与单位成本的下降,并实现在质量、交期、成本上的竞争优势,使得客户粘性进一步加强,从而推动了业绩的稳步增长。",预增,0.08,2022-01-06
7485,002472,双环传动,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:31,600万元至33,600万元,同比上年增长:516.82%至555.85%。",326000000.0,536.335,"业绩增长的主要原因:1、借力于齿轮制造领域国产替代进口的加速和主机厂将齿轮零部件外包给专业厂家的趋势愈发明显,公司多个优质项目进入快速爬坡阶段,战略布局的产能逐步得到释放;2、凭借多年来在高端齿轮领域的储备与深耕,公司在新能源汽车驱动系统齿轮领域抢得了市场先机,推动了行业集中度的提高,随着新能源汽车的渗透率持续地提升和行业的蓬勃发展,不断地推动公司业绩的增长;3、公司致力于自主创新和技术升级,有效地推动制造能力的提升与单位成本的下降,并实现在质量、交期、成本上的竞争优势,使得客户粘性进一步加强,从而推动了业绩的稳步增长。",预增,51230900.0,2022-01-06
7486,002317,众生药业,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:35,000万元至41,000万元。",380000000.0,160.44,"报告期内,归属于上市公司股东的净利润较上年同期实现扭亏为盈,主要原因是上年业绩受商誉减值计提影响导致亏损。报告期内,预计非经常性损益影响归属于上市公司股东净利润减少2,000万元~3,000万元,主要为报告期内公司持有的纳入交易性金融资产的股票公允价值对比期初下降、收回单独进行减值测试的应收账款而产生的减值准备转回、收到政府补助等原因共同影响所致。",扭亏,-628703400.0,2022-01-06
7487,002317,众生药业,每股收益,预计2021年1-12月每股收益盈利:0.41元至0.49元。,0.45,,"报告期内,归属于上市公司股东的净利润较上年同期实现扭亏为盈,主要原因是上年业绩受商誉减值计提影响导致亏损。报告期内,预计非经常性损益影响归属于上市公司股东净利润减少2,000万元~3,000万元,主要为报告期内公司持有的纳入交易性金融资产的股票公允价值对比期初下降、收回单独进行减值测试的应收账款而产生的减值准备转回、收到政府补助等原因共同影响所致。",扭亏,-0.53,2022-01-06
7488,002317,众生药业,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:33,000万元至39,000万元。",360000000.0,184.385,"报告期内,归属于上市公司股东的净利润较上年同期实现扭亏为盈,主要原因是上年业绩受商誉减值计提影响导致亏损。报告期内,预计非经常性损益影响归属于上市公司股东净利润减少2,000万元~3,000万元,主要为报告期内公司持有的纳入交易性金融资产的股票公允价值对比期初下降、收回单独进行减值测试的应收账款而产生的减值准备转回、收到政府补助等原因共同影响所致。",扭亏,-426606700.0,2022-01-06
7489,002317,众生药业,非经常性损益,"预计2021年1-12月非经常性损益:-3,000万元至-2,000万元。",-25000000.0,-112.37,"报告期内,归属于上市公司股东的净利润较上年同期实现扭亏为盈,主要原因是上年业绩受商誉减值计提影响导致亏损。报告期内,预计非经常性损益影响归属于上市公司股东净利润减少2,000万元~3,000万元,主要为报告期内公司持有的纳入交易性金融资产的股票公允价值对比期初下降、收回单独进行减值测试的应收账款而产生的减值准备转回、收到政府补助等原因共同影响所致。",不确定,202096637.76,2022-01-06
7490,002182,宝武镁业,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:50,000万元至58,000万元,同比上年增长:105.13%至137.95%。",540000000.0,121.54,"1.本期非经常性损益对净利润的影响金额预计为7,000万元左右,上年同期非经常性损益对净利润的影响金额为1,530.24万元。2.本年度业绩上升主要原因是产品价格上升,毛利率增长,销量增加。",预增,243746700.0,2022-01-06
7491,002182,宝武镁业,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:43,000万元至51,000万元,同比上年增长:88.23%至123.25%。",470000000.0,105.74,"1.本期非经常性损益对净利润的影响金额预计为7,000万元左右,上年同期非经常性损益对净利润的影响金额为1,530.24万元。2.本年度业绩上升主要原因是产品价格上升,毛利率增长,销量增加。",预增,228444300.0,2022-01-06
7492,002182,宝武镁业,每股收益,预计2021年1-12月每股收益盈利:0.7735元至0.8972元。,0.83535,,"1.本期非经常性损益对净利润的影响金额预计为7,000万元左右,上年同期非经常性损益对净利润的影响金额为1,530.24万元。2.本年度业绩上升主要原因是产品价格上升,毛利率增长,销量增加。",预增,0.3771,2022-01-06
7493,002182,宝武镁业,非经常性损益,"预计2021年1-12月非经常性损益约:7,000万元。",70000000.0,357.44,"1.本期非经常性损益对净利润的影响金额预计为7,000万元左右,上年同期非经常性损益对净利润的影响金额为1,530.24万元。2.本年度业绩上升主要原因是产品价格上升,毛利率增长,销量增加。",不确定,15302400.0,2022-01-06
7494,001300,三柏硕,净利润,"预计2021年1-12月净利润盈利:14,000万元至15,000万元,同比上年增长:11.14%至19.08%。",145000000.0,15.11,,略增,125961800.0,2022-01-06
7495,001300,三柏硕,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:14,000万元至15,000万元,同比上年增长:11.14%至19.08%。",145000000.0,15.11,,略增,125961800.0,2022-01-06
7496,001300,三柏硕,营业收入,"预计2021年1-12月营业收入:115,000万元至130,000万元,同比上年增长:20.89%至36.65%。",1225000000.0,28.77,,略增,951306800.0,2022-01-06
7497,001300,三柏硕,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:13,000万元至14,000万元,同比上年增长:2.58%至10.47%。",135000000.0,6.525,,略增,126730000.0,2022-01-06
7498,000829,天音控股,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:18,000万元至21,000万元,同比上年增长:2245.46%至2636.37%。",195000000.0,2440.915,"本报告期,公司手机业务销售能力持续提升,部分代理品牌销售业绩稳增,同时公司新业务模式稳步拓展,扩展了电子烟、3C智能终端等新品类,整体盈利水平较去年同期大幅提升。",预增,7674400.0,2022-01-06
7499,000829,天音控股,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:20,000万元至23,000万元,同比上年增长:7.47%至23.59%。",215000000.0,15.53,"本报告期,公司手机业务销售能力持续提升,部分代理品牌销售业绩稳增,同时公司新业务模式稳步拓展,扩展了电子烟、3C智能终端等新品类,整体盈利水平较去年同期大幅提升。",略增,186094300.0,2022-01-06
7500,000829,天音控股,每股收益,预计2021年1-12月每股收益盈利:0.1951元至0.2244元。,0.20975,,"本报告期,公司手机业务销售能力持续提升,部分代理品牌销售业绩稳增,同时公司新业务模式稳步拓展,扩展了电子烟、3C智能终端等新品类,整体盈利水平较去年同期大幅提升。",略增,0.1802,2022-01-06
7501,000829,天音控股,营业收入,"预计2021年1-12月营业收入:7,030,000万元至7,090,000万元,同比上年增长:17.59%至18.59%。",70600000000.0,18.09,"本报告期,公司手机业务销售能力持续提升,部分代理品牌销售业绩稳增,同时公司新业务模式稳步拓展,扩展了电子烟、3C智能终端等新品类,整体盈利水平较去年同期大幅提升。",略增,59783755200.0,2022-01-06
7502,000683,博源化工,每股收益,预计2021年1-12月每股收益盈利:1.33元至1.39元。,1.36,,"1.报告期内,公司纯碱、尿素板块生产装置高效运行,主导产品平均销售价格较上年大幅上涨;煤炭板块对公司利润贡献较上年增长较大。2.报告期内,根据公司聚焦主业的整体战略安排,转让了持有的内蒙古博源煤化工有限责任公司、内蒙古博源联合化工有限公司和内蒙古博源水务有限责任公司股权;注销了子公司内蒙古远兴江山化工有限公司;终止了乙二醇项目建设;因此产生的非经常性损益金额约为21亿元。上述因素致使公司2021年度经营业绩同向上升。",预增,0.02,2022-01-06
7503,000683,博源化工,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:485,000万元至505,000万元,同比上年增长:7022.3%至7316%。",4950000000.0,7169.15,"1.报告期内,公司纯碱、尿素板块生产装置高效运行,主导产品平均销售价格较上年大幅上涨;煤炭板块对公司利润贡献较上年增长较大。2.报告期内,根据公司聚焦主业的整体战略安排,转让了持有的内蒙古博源煤化工有限责任公司、内蒙古博源联合化工有限公司和内蒙古博源水务有限责任公司股权;注销了子公司内蒙古远兴江山化工有限公司;终止了乙二醇项目建设;因此产生的非经常性损益金额约为21亿元。上述因素致使公司2021年度经营业绩同向上升。",预增,68096000.0,2022-01-06
7504,000683,博源化工,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:275,000万元至295,000万元,同比上年增长:3575.49%至3842.8%。",2850000000.0,3709.145,"1.报告期内,公司纯碱、尿素板块生产装置高效运行,主导产品平均销售价格较上年大幅上涨;煤炭板块对公司利润贡献较上年增长较大。2.报告期内,根据公司聚焦主业的整体战略安排,转让了持有的内蒙古博源煤化工有限责任公司、内蒙古博源联合化工有限公司和内蒙古博源水务有限责任公司股权;注销了子公司内蒙古远兴江山化工有限公司;终止了乙二醇项目建设;因此产生的非经常性损益金额约为21亿元。上述因素致使公司2021年度经营业绩同向上升。",预增,74820000.0,2022-01-06
7505,000301,东方盛虹,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:410,000万元至500,000万元。",4550000000.0,1338.47,"1、由于去年同期行业及公司业绩受新冠疫情影响较大,2020年底开始,随着新冠疫苗开始大规模投放及对疫情防控的预期,为国内外经济和行业复苏提振了信心。2、报告期内,化工行业需求回暖,叠加原油价格上行等影响,行业进入了复苏周期,景气度上升。3、报告期内,公司生产经营进一步改善,保持良好的盈利能力。斯尔邦生产的EVA光伏树脂产能稳定在20万吨/年以上,港虹纤维年产20万吨差别化功能性化学纤维项目以及中鲈科技年产6万吨PET再生纤维项目于2020年下半年建成投产,同比增加了利润贡献。4、根据《企业会计准则》的相关规定,同一控制下企业合并产生的子公司期初至合并日的当期净损益属于非经常性损益。公司因同一控制下合并斯尔邦,预计本报告期增加归属于上市公司股东的非经常性损益27亿元—34亿元。",预增,316308400.0,2022-01-06
7506,000301,东方盛虹,每股收益,预计2021年1-12月每股收益盈利:0.85元至1.03元。,0.94,,"1、由于去年同期行业及公司业绩受新冠疫情影响较大,2020年底开始,随着新冠疫苗开始大规模投放及对疫情防控的预期,为国内外经济和行业复苏提振了信心。2、报告期内,化工行业需求回暖,叠加原油价格上行等影响,行业进入了复苏周期,景气度上升。3、报告期内,公司生产经营进一步改善,保持良好的盈利能力。斯尔邦生产的EVA光伏树脂产能稳定在20万吨/年以上,港虹纤维年产20万吨差别化功能性化学纤维项目以及中鲈科技年产6万吨PET再生纤维项目于2020年下半年建成投产,同比增加了利润贡献。4、根据《企业会计准则》的相关规定,同一控制下企业合并产生的子公司期初至合并日的当期净损益属于非经常性损益。公司因同一控制下合并斯尔邦,预计本报告期增加归属于上市公司股东的非经常性损益27亿元—34亿元。",预增,0.07,2022-01-06
7507,900943,开开B股,扣除非经常性损益后的净利润,预计2021年1-12月扣除非经常性损益后的净利润盈利:335万元至500万元。,4175000.0,83.85,"(一)主营业务影响为进一步积极贯彻落实“大健康”战略转型,公司优化医药板块业务,积极调整销售结构,减少低收益产品的销售比重,提升公司经济效益。(二)非经营性损益的影响1、报告期内,公司收到由公司控股股东上海开开(集团)有限公司转付的由上级政府部门下拨的政府补贴款1,290万元。(详见公司2021年4月29日、2021年12月11日公告)2、报告期内,公司全资子公司上海开开制衣公司进行业务综合调整,实施外贸加工板块的业务调整、人员结构优化等一系列举措发生的综合改革成本支出增加。",预增,2270900.0,2022-01-05
7508,900943,开开B股,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:1,982万元至2,256万元,同比上年增长:45%至65%,同比上年增长615万元至889万元。",21190000.0,55.0,"(一)主营业务影响为进一步积极贯彻落实“大健康”战略转型,公司优化医药板块业务,积极调整销售结构,减少低收益产品的销售比重,提升公司经济效益。(二)非经营性损益的影响1、报告期内,公司收到由公司控股股东上海开开(集团)有限公司转付的由上级政府部门下拨的政府补贴款1,290万元。(详见公司2021年4月29日、2021年12月11日公告)2、报告期内,公司全资子公司上海开开制衣公司进行业务综合调整,实施外贸加工板块的业务调整、人员结构优化等一系列举措发生的综合改革成本支出增加。",预增,13674800.0,2022-01-05
7509,688262,国芯科技,营业收入,"预计2021年1-12月营业收入:40,000万元至43,000万元,同比上年增长:54.15%至65.71%。",415000000.0,59.93,"主要系国内新冠疫情影响有所缓解、经济逐步复苏,且集成电路行业市场景气度提升,公司销售情况向好所致。",预增,259493054.14,2022-01-05
7510,688077,大地熊,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:14,325.11万元至16,013.5万元,同比上年增长:174.42%至206.76%,同比上年增长9,104.96万元至10,793.35万元。",151693050.0,190.59,"2021年以来,下游应用领域对高性能烧结钕铁硼的需求增长旺盛,同时公司在包头及合肥本部烧结钕铁硼产能持续释放,为市场开拓提供了产能保障。公司把握市场机遇,不断加强产品研发和市场开拓,使得公司订单大幅增加、销量持续增长,公司2021年年度营业收入较上年同期实现较大幅度增长。公司强化精益生产管理,提质增效降成本,费用水平进一步降低,公司产销量双升带动规模效应,盈利能力不断增强。",预增,52201500.0,2022-01-05
7511,688077,大地熊,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:12,665.53万元至14,353.92万元,同比上年增长:271.24%至320.73%,同比上年增长9,253.86万元至10,942.25万元。",135097250.0,295.985,"2021年以来,下游应用领域对高性能烧结钕铁硼的需求增长旺盛,同时公司在包头及合肥本部烧结钕铁硼产能持续释放,为市场开拓提供了产能保障。公司把握市场机遇,不断加强产品研发和市场开拓,使得公司订单大幅增加、销量持续增长,公司2021年年度营业收入较上年同期实现较大幅度增长。公司强化精益生产管理,提质增效降成本,费用水平进一步降低,公司产销量双升带动规模效应,盈利能力不断增强。",预增,34116700.0,2022-01-05
7512,603916,苏博特,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:50,771.7万元至55,186.7万元,同比上年增长:15%至25%,同比上年增长6,622万元至11,037万元。",529792000.0,20.0,"报告期内,公司应对外部宏观环境和政策的变化,进一步贯彻“人无我有,人有我优”的理念,产品和技术创新成效凸显,九系聚羧酸减水剂占比持续提升,市场充分认可,功能性材料增速和占比双丰收,风电灌浆料、抗裂材料、交通工程材料市场应用进一步拓宽;顾问式营销策略引领行业,提升了重大工程和基础设施建设项目的贡献度,川藏铁路、深中通道、白鹤滩水电站等二十多项国家重点工程的应用效果显著,公司在行业定制化配制混凝土的技术能力进一步巩固,行业龙头地位稳健;全国产能基地布局更加优化,四川大英基地投产后对川渝及西南地区销售支撑明显,广东江门基地建设初具规模,能有力支撑华南市场开拓,连云港核心聚醚基地启动建设;长三角地区、粤港澳大湾区、山东、广西、川渝等地区的销售和市占率增幅明显。公司进一步提升信息化水平,生产工艺和运输效率持续优化,从而促使主营业务收入与利润水平均取得较快增长。",略增,441497000.0,2022-01-05
7513,603916,苏博特,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:50,687.12万元至55,097.12万元,同比上年增长:15%至25%,同比上年增长6,610万元至11,020万元。",528921200.0,20.0,"报告期内,公司应对外部宏观环境和政策的变化,进一步贯彻“人无我有,人有我优”的理念,产品和技术创新成效凸显,九系聚羧酸减水剂占比持续提升,市场充分认可,功能性材料增速和占比双丰收,风电灌浆料、抗裂材料、交通工程材料市场应用进一步拓宽;顾问式营销策略引领行业,提升了重大工程和基础设施建设项目的贡献度,川藏铁路、深中通道、白鹤滩水电站等二十多项国家重点工程的应用效果显著,公司在行业定制化配制混凝土的技术能力进一步巩固,行业龙头地位稳健;全国产能基地布局更加优化,四川大英基地投产后对川渝及西南地区销售支撑明显,广东江门基地建设初具规模,能有力支撑华南市场开拓,连云港核心聚醚基地启动建设;长三角地区、粤港澳大湾区、山东、广西、川渝等地区的销售和市占率增幅明显。公司进一步提升信息化水平,生产工艺和运输效率持续优化,从而促使主营业务收入与利润水平均取得较快增长。",略增,440771200.0,2022-01-05
7514,603300,海南华铁,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利约:46,200万元,同比上年增长:75.14%左右,同比上年增长19,821.8万元左右。",462000000.0,75.14,"2021年,公司高空作业平台管理规模突破47,000台,全国营业网点突破150个,较2020年均实现翻倍增长,设备出租率保持高位稳定,带动高空作业平台业务板块高速发展。同时公司建筑支护设备和地下维修维护两大板块均保持稳定发展,整体经营持续向好。",预增,263782000.0,2022-01-05
7515,603300,海南华铁,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利约:48,000万元,同比上年增长:48.69%左右,同比上年增长15,718.22万元左右。",480000000.0,48.69,"2021年,公司高空作业平台管理规模突破47,000台,全国营业网点突破150个,较2020年均实现翻倍增长,设备出租率保持高位稳定,带动高空作业平台业务板块高速发展。同时公司建筑支护设备和地下维修维护两大板块均保持稳定发展,整体经营持续向好。",略增,322817800.0,2022-01-05
