序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
928,600808,马钢股份,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利约:521,000万元,同比上年增长:162.73%左右,同比上年增长322,700万元左右。",5210000000.0,162.73,"(一)主营业务影响2021年,我国国民经济持续恢复,钢铁行业虽面临“能耗双控”、限电限产等多重压力,但行业总体运行态势良好。公司以推动高质量发展为主题,通过全面对标找差、奋勇争先,强化系统联动、高效协同,充分释放关键产线产能,显著提升主要技术经济指标,精益运营效果显现。与上年相比,公司全年经营业绩增长幅度较大。(二)非经常性损益的影响2021年,公司归属于上市公司股东的非经常性损益为净损失人民币1.04亿元左右,主要系公司处置和报废非流动资产损益、收到的政府补助及协商解除劳动合同的辞退补偿、相关金融资产取得的投资收益等影响所致。公司2021年归属于上市公司股东的非经常性损益与2020年相比,变动的主要原因是公司2021年非流动资产处置和报废为损失,2020年为收益。",预增,1983000000.0,2022-01-29
929,600808,马钢股份,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利约:531,400万元,同比上年增长:257.6%左右,同比上年增长382,800万元左右。",5314000000.0,257.6,"(一)主营业务影响2021年,我国国民经济持续恢复,钢铁行业虽面临“能耗双控”、限电限产等多重压力,但行业总体运行态势良好。公司以推动高质量发展为主题,通过全面对标找差、奋勇争先,强化系统联动、高效协同,充分释放关键产线产能,显著提升主要技术经济指标,精益运营效果显现。与上年相比,公司全年经营业绩增长幅度较大。(二)非经常性损益的影响2021年,公司归属于上市公司股东的非经常性损益为净损失人民币1.04亿元左右,主要系公司处置和报废非流动资产损益、收到的政府补助及协商解除劳动合同的辞退补偿、相关金融资产取得的投资收益等影响所致。公司2021年归属于上市公司股东的非经常性损益与2020年相比,变动的主要原因是公司2021年非流动资产处置和报废为损失,2020年为收益。",预增,1486000000.0,2022-01-29
930,600805,悦达投资,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:81,718万元。",-817180000.0,45.16,"(一)公司持股25%的东风悦达起亚汽车有限公司,因为缺芯产销量下降以及贵金属涨价等因素,2021年度业绩继续亏损,影响本公司归母净利润约-5.31亿元。(二)公司持股21%的江苏京沪高速公路有限公司目前正改扩建,施工中拆除部分桥梁、互通道路等资产,2021年度江苏京沪高速公路有限公司对上述拆除资产减记无形资产和固定资产。公司持股70%的陕西西铜高速公路有限公司2021年度计提道路维修费用。上述两项合计影响本公司归母净利润约-1.67亿元。",减亏,-1490023400.0,2022-01-29
931,600805,悦达投资,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:79,944万元。",-799440000.0,36.96,"(一)公司持股25%的东风悦达起亚汽车有限公司,因为缺芯产销量下降以及贵金属涨价等因素,2021年度业绩继续亏损,影响本公司归母净利润约-5.31亿元。(二)公司持股21%的江苏京沪高速公路有限公司目前正改扩建,施工中拆除部分桥梁、互通道路等资产,2021年度江苏京沪高速公路有限公司对上述拆除资产减记无形资产和固定资产。公司持股70%的陕西西铜高速公路有限公司2021年度计提道路维修费用。上述两项合计影响本公司归母净利润约-1.67亿元。",减亏,-1268206300.0,2022-01-29
932,600798,宁波海运,非经常性损益,"预计2021年1-12月非经常性损益同比上年增长9,000万元至13,000万元。",,,"(一)主营业务影响公司主营业务同比增加主要系公司控股子公司宁波海运明州高速公路有限公司收费公路运营业务上年同期受疫情期间公路收费政策影响,营业收入大幅下降,2021年度已恢复正常收费。(二)非经营性损益的影响1、2021年资源价格提升,拆船市场价格上扬。公司克服疫情影响,通过公开挂牌方式成功处置了2艘到龄老旧船舶,取得了较好的收益。2、公司抓住时机,适时收购了之江新实业有限公司持有的浙江浙能绿色能源股权投资基金合伙企业(有限合伙)6.6662%有限合伙份额。2021年度该基金营运良好,公允价值比收购价格有较大幅度的提升。2021年非经常性收益预计将增加归属于上市公司股东的净利润约9,000万元至13,000万元。",不确定,25778634.58,2022-01-29
933,600798,宁波海运,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:28,000万元至32,000万元,同比上年增长:68%至93%,同比上年增长11,377万元至15,377万元。",300000000.0,80.5,"(一)主营业务影响公司主营业务同比增加主要系公司控股子公司宁波海运明州高速公路有限公司收费公路运营业务上年同期受疫情期间公路收费政策影响,营业收入大幅下降,2021年度已恢复正常收费。(二)非经营性损益的影响1、2021年资源价格提升,拆船市场价格上扬。公司克服疫情影响,通过公开挂牌方式成功处置了2艘到龄老旧船舶,取得了较好的收益。2、公司抓住时机,适时收购了之江新实业有限公司持有的浙江浙能绿色能源股权投资基金合伙企业(有限合伙)6.6662%有限合伙份额。2021年度该基金营运良好,公允价值比收购价格有较大幅度的提升。2021年非经常性收益预计将增加归属于上市公司股东的净利润约9,000万元至13,000万元。",预增,166227900.0,2022-01-29
934,600798,宁波海运,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利约:19,000万元,同比上年增长:35%左右,同比上年增长4,955万元左右。",190000000.0,35.0,"(一)主营业务影响公司主营业务同比增加主要系公司控股子公司宁波海运明州高速公路有限公司收费公路运营业务上年同期受疫情期间公路收费政策影响,营业收入大幅下降,2021年度已恢复正常收费。(二)非经营性损益的影响1、2021年资源价格提升,拆船市场价格上扬。公司克服疫情影响,通过公开挂牌方式成功处置了2艘到龄老旧船舶,取得了较好的收益。2、公司抓住时机,适时收购了之江新实业有限公司持有的浙江浙能绿色能源股权投资基金合伙企业(有限合伙)6.6662%有限合伙份额。2021年度该基金营运良好,公允价值比收购价格有较大幅度的提升。2021年非经常性收益预计将增加归属于上市公司股东的净利润约9,000万元至13,000万元。",略增,140449300.0,2022-01-29
935,600795,国电电力,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:160,000万元至230,000万元,同比上年下降:137.88%至154.45%,同比上年降低582,433万元至652,433万元。",-1950000000.0,-146.165,"受市场因素影响,2021年燃煤价格大幅上涨,经初步统计,公司入炉综合标煤单价约890元/吨(不含税),同比上涨约300元/吨,公司燃料成本大幅增加,导致公司本期业绩亏损。",首亏,4224330000.0,2022-01-29
936,600795,国电电力,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:280,000万元至410,000万元,同比上年下降:389.42%至616.65%,同比上年降低222,790万元至352,790万元。",-3450000000.0,-503.035,"受市场因素影响,2021年燃煤价格大幅上涨,经初步统计,公司入炉综合标煤单价约890元/吨(不含税),同比上涨约300元/吨,公司燃料成本大幅增加,导致公司本期业绩亏损。",增亏,-572100000.0,2022-01-29
937,600789,鲁抗医药,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:3,549.3万元至4,049.3万元,同比上年增长:238.25%至285.9%,同比上年增长2,500万元至3,000万元。",37993000.0,262.075,"(一)主营业务影响。2021年公司不断提升营销能力,调整产品结构,产品产量和销量增长,公司整体经营性利润增加。(二)非经营性损益的影响。与上年同期相比,本期计入的非经常性损益同比大幅减少,主要系上年同期收到的政府搬迁补偿款2.01亿元计入当期损益所致。",预增,10493000.0,2022-01-29
938,600789,鲁抗医药,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:7,787.65万元至8,787.65万元,同比上年下降:61.44%至65.83%,同比上年降低14,000万元至15,000万元。",82876500.0,-63.635,"(一)主营业务影响。2021年公司不断提升营销能力,调整产品结构,产品产量和销量增长,公司整体经营性利润增加。(二)非经营性损益的影响。与上年同期相比,本期计入的非经常性损益同比大幅减少,主要系上年同期收到的政府搬迁补偿款2.01亿元计入当期损益所致。",预减,227876500.0,2022-01-29
939,600780,通宝能源,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利约:16,146.28万元,同比上年下降:46.16%左右,同比上年降低13,844.52万元左右。",161462800.0,-46.16,"2021年度,公司全资子公司山西地方电力有限公司供电区域售电量同比增加,参股企业山西宁武榆树坡煤业有限公司煤炭价格大幅上涨,业绩均同比增加。但受到全资子公司山西阳光发电有限责任公司煤价大幅上涨,燃料成本增加,业绩大幅下降的影响,公司整体利润水平较上年同期下滑。",略减,299908000.0,2022-01-29
940,600780,通宝能源,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利约:14,183.75万元,同比上年下降:51.3%左右,同比上年降低14,939.22万元左右。",141837500.0,-51.3,"2021年度,公司全资子公司山西地方电力有限公司供电区域售电量同比增加,参股企业山西宁武榆树坡煤业有限公司煤炭价格大幅上涨,业绩均同比增加。但受到全资子公司山西阳光发电有限责任公司煤价大幅上涨,燃料成本增加,业绩大幅下降的影响,公司整体利润水平较上年同期下滑。",预减,291229700.0,2022-01-29
941,600778,友好集团,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损约:2,300万元。",-23000000.0,92.93,"(一)主营业务影响受消费增速持续放缓、实体门店竞争加剧、网上销售分流的影响及后疫情时代对零售业的持续冲击,公司主营业务销售有所下降,公司利润相应减少。(二)非经营性损益的影响1、根据2021年公司两项诉讼案件的最新判决结果,公司因房屋租赁合同纠纷诉讼案件产生诉讼损失共计3,647.85万元,由此减少公司2021年度归属于上市公司股东的净利润3,647.85万元。2、公司因提前终止友好超市南昌路店租赁合同,产生关店损失约751.03万元;公司因提前收回友好百盛购物中心商业物业,支付提前解约补偿款500.00万元,以上合计约1,251.03万元,由此减少公司2021年度归属于上市公司股东的净利润约1,251.03万元。",减亏,-325147400.0,2022-01-29
942,600778,友好集团,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损约:5,000万元。",-50000000.0,82.58,"(一)主营业务影响受消费增速持续放缓、实体门店竞争加剧、网上销售分流的影响及后疫情时代对零售业的持续冲击,公司主营业务销售有所下降,公司利润相应减少。(二)非经营性损益的影响1、根据2021年公司两项诉讼案件的最新判决结果,公司因房屋租赁合同纠纷诉讼案件产生诉讼损失共计3,647.85万元,由此减少公司2021年度归属于上市公司股东的净利润3,647.85万元。2、公司因提前终止友好超市南昌路店租赁合同,产生关店损失约751.03万元;公司因提前收回友好百盛购物中心商业物业,支付提前解约补偿款500.00万元,以上合计约1,251.03万元,由此减少公司2021年度归属于上市公司股东的净利润约1,251.03万元。",减亏,-287058900.0,2022-01-29
943,600771,广誉远,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损约:33,000万元,同比上年降低36,200万元左右。",-330000000.0,-1131.15,"1、受国内疫情零星散发不断,终端药店客流下降,为促进应收账款清收和降低渠道库存,公司根据市场客观情况,结合产品在各区域的实际销售情况,公司适当控制发货,使得营业收入出现下滑。2、受原材料价格普遍上涨的影响,以及不同毛利产品销售结构占比的变化,公司综合毛利率较上年同期有所下降。3、为了应对疫情影响客流下降,以及医保控费、处方药政策监管等不利影响,公司加大市场各类形式多样的营销活动投入,使得终端营销、动销费用和品牌建设费用投入持续加大,导致销售费用大幅增加。",首亏,32003000.0,2022-01-29
944,600771,广誉远,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损约:36,100万元,同比上年降低35,300万元左右。",-361000000.0,-4101.19,"1、受国内疫情零星散发不断,终端药店客流下降,为促进应收账款清收和降低渠道库存,公司根据市场客观情况,结合产品在各区域的实际销售情况,公司适当控制发货,使得营业收入出现下滑。2、受原材料价格普遍上涨的影响,以及不同毛利产品销售结构占比的变化,公司综合毛利率较上年同期有所下降。3、为了应对疫情影响客流下降,以及医保控费、处方药政策监管等不利影响,公司加大市场各类形式多样的营销活动投入,使得终端营销、动销费用和品牌建设费用投入持续加大,导致销售费用大幅增加。",增亏,-8592800.0,2022-01-29
945,600770,综艺股份,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利约:3,000万元,同比上年增长:3.94%左右。",30000000.0,3.94,"(一)主营业务影响公司始终贯彻稳健经营的战略,报告期内主营业务未发生重大变化,继续围绕信息科技、新能源、股权投资三个业务板块开展业务。公司本年营业收入较上年基本持平,实现扣除非经常性损益后的净利润较上年略有增长,主营业务业绩保持稳定。(二)非经常性损益的影响本公司2021年年度非经常性损益较上年同期的1.39亿元减少较多,对利润影响较大。主要由于:公司利用海外子公司归集的外币资金,以证券投资的方式,以大健康和集成电路产业为主要方向进行价值投资,所投主要标的在2020年度内公允价值大幅增长,导致公司2020年利润较以前年度增长较多。本报告期内,公允价值变动收益较上年同期下降较多,进而影响公司实现归属于上市公司股东的净利润较上年同期出现较大幅度下降。",略增,28861600.0,2022-01-29
946,600770,综艺股份,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利约:5,500万元,同比上年下降:67.36%左右。",55000000.0,-67.36,"(一)主营业务影响公司始终贯彻稳健经营的战略,报告期内主营业务未发生重大变化,继续围绕信息科技、新能源、股权投资三个业务板块开展业务。公司本年营业收入较上年基本持平,实现扣除非经常性损益后的净利润较上年略有增长,主营业务业绩保持稳定。(二)非经常性损益的影响本公司2021年年度非经常性损益较上年同期的1.39亿元减少较多,对利润影响较大。主要由于:公司利用海外子公司归集的外币资金,以证券投资的方式,以大健康和集成电路产业为主要方向进行价值投资,所投主要标的在2020年度内公允价值大幅增长,导致公司2020年利润较以前年度增长较多。本报告期内,公允价值变动收益较上年同期下降较多,进而影响公司实现归属于上市公司股东的净利润较上年同期出现较大幅度下降。",预减,168487200.0,2022-01-29
947,600759,ST洲际,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:8,000万元至9,500万元。",87500000.0,130.2,"(一)主营业务影响公司主营业务为原油的生产与销售,在2021年油价较2020年大幅上升且持续向好的情况下,公司主要控股公司马腾石油股份有限公司2021年年度预计实现销售收入约238,300万元,与上年同期相比上升约50%,预计实现扣除非经常性损益的净利润约为54,700万元,与上年同期相比上升约900%。公司2021年年度合并报表层面预计实现营业收入约243,700万元,与上年同期相比上升约50%。扣除前述非经常性损益事项以及公司的财务费用、管理费用后,公司预计归属于上市公司股东的净利润为8000万元到9500万元,较2020年扣非后亏损实现了盈利。(二)非经营性损益的影响本期公司业绩预亏主要是由于公司按照会计政策计提预计担保损失、由于疫情长期持续影响导致投资性房地产影响公允价值变动、其他非流动金融资产公允价值变动影响所致,具体情况如下:诉讼赔偿金-预计担保影响金额-41,500万元,投资性房地产公允价值变动影响金额-18,000万元,其他非流动金融资产公允价值变动影响金额-35,000万元,非经常性损益项目合计影响金额-94,500万元。",扭亏,-289747900.0,2022-01-29
948,600759,ST洲际,营业收入,"预计2021年1-12月营业收入约:243,700万元,同比上年增长:50%左右。",2437000000.0,50.0,"(一)主营业务影响公司主营业务为原油的生产与销售,在2021年油价较2020年大幅上升且持续向好的情况下,公司主要控股公司马腾石油股份有限公司2021年年度预计实现销售收入约238,300万元,与上年同期相比上升约50%,预计实现扣除非经常性损益的净利润约为54,700万元,与上年同期相比上升约900%。公司2021年年度合并报表层面预计实现营业收入约243,700万元,与上年同期相比上升约50%。扣除前述非经常性损益事项以及公司的财务费用、管理费用后,公司预计归属于上市公司股东的净利润为8000万元到9500万元,较2020年扣非后亏损实现了盈利。(二)非经营性损益的影响本期公司业绩预亏主要是由于公司按照会计政策计提预计担保损失、由于疫情长期持续影响导致投资性房地产影响公允价值变动、其他非流动金融资产公允价值变动影响所致,具体情况如下:诉讼赔偿金-预计担保影响金额-41,500万元,投资性房地产公允价值变动影响金额-18,000万元,其他非流动金融资产公允价值变动影响金额-35,000万元,非经常性损益项目合计影响金额-94,500万元。",预增,1622278319.25,2022-01-29
949,600759,ST洲际,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:75,000万元至98,000万元。",-865000000.0,-594.895,"(一)主营业务影响公司主营业务为原油的生产与销售,在2021年油价较2020年大幅上升且持续向好的情况下,公司主要控股公司马腾石油股份有限公司2021年年度预计实现销售收入约238,300万元,与上年同期相比上升约50%,预计实现扣除非经常性损益的净利润约为54,700万元,与上年同期相比上升约900%。公司2021年年度合并报表层面预计实现营业收入约243,700万元,与上年同期相比上升约50%。扣除前述非经常性损益事项以及公司的财务费用、管理费用后,公司预计归属于上市公司股东的净利润为8000万元到9500万元,较2020年扣非后亏损实现了盈利。(二)非经营性损益的影响本期公司业绩预亏主要是由于公司按照会计政策计提预计担保损失、由于疫情长期持续影响导致投资性房地产影响公允价值变动、其他非流动金融资产公允价值变动影响所致,具体情况如下:诉讼赔偿金-预计担保影响金额-41,500万元,投资性房地产公允价值变动影响金额-18,000万元,其他非流动金融资产公允价值变动影响金额-35,000万元,非经常性损益项目合计影响金额-94,500万元。",首亏,174784500.0,2022-01-29
950,600753,*ST海钦,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损约:4,800万元。",-48000000.0,-325.1,"因公司全资子公司宁波星庚供应链管理有限公司已提起诉讼的5527.5万元原油业务其他应收款的收回存在不确定性,基于谨慎性原则,并结合诉讼进展和实际情况,公司计提其他应收款坏账准备5251.13万元,导致公司归属于母公司所有者的净利润出现大幅亏损。",首亏,21324157.1,2022-01-29
951,600753,*ST海钦,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损约:5,000万元。",-50000000.0,-787.9,"因公司全资子公司宁波星庚供应链管理有限公司已提起诉讼的5527.5万元原油业务其他应收款的收回存在不确定性,基于谨慎性原则,并结合诉讼进展和实际情况,公司计提其他应收款坏账准备5251.13万元,导致公司归属于母公司所有者的净利润出现大幅亏损。",首亏,7268447.51,2022-01-29
952,600751,海航科技,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:122,819.13万元至147,382.95万元。",1351010400.0,113.805,"本次重大资产出售的《交易协议》中约定:交割日后,买方应根据情况支付卖方不超过合计32,500.00万美元的额外支付对价。1、若标的公司2021财年调整后税息折旧及摊销前利润(EBITDA)不低于135,000.00万美元,则额外支付对价为32,500.00万美元。2、若标的公司上述调整后EBITDA金额不高于121,500.00万美元,则额外支付对价为0美元。3、若标的公司上述调整后EBITDA介于121,500.00万美元至135,000.00万美元之间,则额外支付对价将按比例计算。4、若2021财年额外支付对价未达到32,500.00万美元,则剩余额外支付对价在2022财年以标的公司2022财年调整后EBITDA按上述标准和方法计算应支付金额。相应地,若2021财年、2022财年合计额外支付对价仍未达到32,500.00万美元,则剩余额外支付对价在2023财年以标的公司2023财年调整后EBITDA按上述标准和方法计算应支付金额。5、如果标的公司于2022财年最后一天之前发生控制权变更事项,则买方应于该等事项发生的同时向卖方支付32,500.00万美元扣除此前已支付的额外支付对价的剩余金额。如果标的公司于2023财年发生控制权变更事项,且该等事项发生前四个财务季度的调整后EBITDA超过101,250.00万美元,则买方应于控制权变更事项发生的同时向卖方支付32,500.00万美元扣除此前已支付的额外支付对价的剩余金额;若前四个财务季度的调整后EBITDA不高于101,250.00万美元,则买方无需支付剩余额外支付对价。上述额外支付对价调整仅针对标的公司2021至2023财年的合并口径经营业绩。当英迈国际2021财年调整后税息折旧及摊销前利润(EBITDA)不低于135,000.00万美元,则天海物流将获得额外支付对价不超过32,500.00万美元,公司将按照所持天海物流之控股股东上海标基投资合伙企业(有限合伙)68.503%的份额,对上述额外支付对价享有权益。公司管理层预计英迈国际2021财年调整后税息折旧及摊销前利润(EBITDA)将超过135,000.00万美元,故公司将此部分能够收到的额外支付对价与之前此部分价值评估的差异计入投资收益。2021年度,公司完成置入两艘好望角型干散货船丰收轮(BULKHARVEST)及喜悦轮(BULKJOYANCE),船舶经营情况符合预期,预计实现营业收入1.55亿元人民币,具体准确的财务数据以公司正式披露的经审计后的2021年年报为准。",扭亏,-9788603000.0,2022-01-29
953,600751,海航科技,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:92,149.31万元至110,579.18万元。",1013642450.0,110.6,"本次重大资产出售的《交易协议》中约定:交割日后,买方应根据情况支付卖方不超过合计32,500.00万美元的额外支付对价。1、若标的公司2021财年调整后税息折旧及摊销前利润(EBITDA)不低于135,000.00万美元,则额外支付对价为32,500.00万美元。2、若标的公司上述调整后EBITDA金额不高于121,500.00万美元,则额外支付对价为0美元。3、若标的公司上述调整后EBITDA介于121,500.00万美元至135,000.00万美元之间,则额外支付对价将按比例计算。4、若2021财年额外支付对价未达到32,500.00万美元,则剩余额外支付对价在2022财年以标的公司2022财年调整后EBITDA按上述标准和方法计算应支付金额。相应地,若2021财年、2022财年合计额外支付对价仍未达到32,500.00万美元,则剩余额外支付对价在2023财年以标的公司2023财年调整后EBITDA按上述标准和方法计算应支付金额。5、如果标的公司于2022财年最后一天之前发生控制权变更事项,则买方应于该等事项发生的同时向卖方支付32,500.00万美元扣除此前已支付的额外支付对价的剩余金额。如果标的公司于2023财年发生控制权变更事项,且该等事项发生前四个财务季度的调整后EBITDA超过101,250.00万美元,则买方应于控制权变更事项发生的同时向卖方支付32,500.00万美元扣除此前已支付的额外支付对价的剩余金额;若前四个财务季度的调整后EBITDA不高于101,250.00万美元,则买方无需支付剩余额外支付对价。上述额外支付对价调整仅针对标的公司2021至2023财年的合并口径经营业绩。当英迈国际2021财年调整后税息折旧及摊销前利润(EBITDA)不低于135,000.00万美元,则天海物流将获得额外支付对价不超过32,500.00万美元,公司将按照所持天海物流之控股股东上海标基投资合伙企业(有限合伙)68.503%的份额,对上述额外支付对价享有权益。公司管理层预计英迈国际2021财年调整后税息折旧及摊销前利润(EBITDA)将超过135,000.00万美元,故公司将此部分能够收到的额外支付对价与之前此部分价值评估的差异计入投资收益。2021年度,公司完成置入两艘好望角型干散货船丰收轮(BULKHARVEST)及喜悦轮(BULKJOYANCE),船舶经营情况符合预期,预计实现营业收入1.55亿元人民币,具体准确的财务数据以公司正式披露的经审计后的2021年年报为准。",扭亏,-9563587000.0,2022-01-29
954,600749,西藏旅游,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损约:800万元,同比上年下降:269%左右,同比上年降低1,274万元左右。",-8000000.0,-269.0,"(一)主营业务。2021年,新冠疫情散点多发、跨省旅游熔断机制对旅游行业重启增加了新挑战和不确定因素。2021年度,公司景区运营业务收入整体实现一定程度增长,但与此同时,公司应对旅游行业复苏,增加了市场营销、景区建设、产品开发等方面的投入,运营成本相应增长。(二)信用减值损失。公司根据会计准则及相关会计政策的有关规定,2021年末对账龄较长的应收款项预计计提坏账准备金额约为500万元。(三)商誉减值。公司按照企业会计准则规定,于2021年末对原收购林芝新绎旅游开发有限公司(原西藏鲁朗旅游景区开发有限公司)所形成的商誉进行了初步评估和测算,预计2021年度计提商誉减值损失约为493万元。基于以上因素,公司2021年年度经营业绩预计将出现亏损。",首亏,4743000.0,2022-01-29
955,600749,西藏旅游,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损约:1,700万元,同比上年增长:32%左右,同比上年增长805万元左右。",-17000000.0,32.0,"(一)主营业务。2021年,新冠疫情散点多发、跨省旅游熔断机制对旅游行业重启增加了新挑战和不确定因素。2021年度,公司景区运营业务收入整体实现一定程度增长,但与此同时,公司应对旅游行业复苏,增加了市场营销、景区建设、产品开发等方面的投入,运营成本相应增长。(二)信用减值损失。公司根据会计准则及相关会计政策的有关规定,2021年末对账龄较长的应收款项预计计提坏账准备金额约为500万元。(三)商誉减值。公司按照企业会计准则规定,于2021年末对原收购林芝新绎旅游开发有限公司(原西藏鲁朗旅游景区开发有限公司)所形成的商誉进行了初步评估和测算,预计2021年度计提商誉减值损失约为493万元。基于以上因素,公司2021年年度经营业绩预计将出现亏损。",减亏,-25052000.0,2022-01-29
956,600744,华银电力,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:207,800万元至241,800万元。",-2248000000.0,-47432.455,"(一)受煤炭价格上涨影响,公司2021年度燃料成本同比增加35.77亿元,影响利润减少29.53亿元。公司2021年度完成发电量232.20亿千瓦时,同比增加24.26亿千瓦时,增幅11.67%;实现营业收入96.07亿元,同比增加13.52亿元,增幅16.37%。营业收入中,电力销售收入88.83亿元,同比增长13.02亿元,其中:因发电量增加,影响电力销售收入增长8.63亿元;因上网电价(含税)同比增加23.13元/兆瓦时(增幅5.20%),影响电力销售收入增长4.39亿元。公司2021年度实现营业成本107.87亿元,同比增加33.95亿元,增幅45.93%。营业成本中,电力销售成本102.50亿元,同比增长33.97亿元,其中:火电燃料成本78.36亿元,同比增长35.77亿元,因发电标准煤量增加,影响燃料成本增长6.24亿元,因发电标准煤价格同比增加431.61元/吨(增幅60.47%),影响燃料成本增长29.53亿元。(二)因公司联营企业广东大唐国际雷州发电有限责任公司(公司参股股比33%)和大唐华银攸县能源有限公司(公司参股股比38%)受煤价大幅上涨影响,亏损严重,导致公司2021年度对上述联营企业实现投资收益为-3.40亿元,同比增亏3.33亿元。",增亏,-4729400.0,2022-01-29
957,600744,华银电力,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:212,800万元至246,800万元。",-2298000000.0,-6733.47,"(一)受煤炭价格上涨影响,公司2021年度燃料成本同比增加35.77亿元,影响利润减少29.53亿元。公司2021年度完成发电量232.20亿千瓦时,同比增加24.26亿千瓦时,增幅11.67%;实现营业收入96.07亿元,同比增加13.52亿元,增幅16.37%。营业收入中,电力销售收入88.83亿元,同比增长13.02亿元,其中:因发电量增加,影响电力销售收入增长8.63亿元;因上网电价(含税)同比增加23.13元/兆瓦时(增幅5.20%),影响电力销售收入增长4.39亿元。公司2021年度实现营业成本107.87亿元,同比增加33.95亿元,增幅45.93%。营业成本中,电力销售成本102.50亿元,同比增长33.97亿元,其中:火电燃料成本78.36亿元,同比增长35.77亿元,因发电标准煤量增加,影响燃料成本增长6.24亿元,因发电标准煤价格同比增加431.61元/吨(增幅60.47%),影响燃料成本增长29.53亿元。(二)因公司联营企业广东大唐国际雷州发电有限责任公司(公司参股股比33%)和大唐华银攸县能源有限公司(公司参股股比38%)受煤价大幅上涨影响,亏损严重,导致公司2021年度对上述联营企业实现投资收益为-3.40亿元,同比增亏3.33亿元。",首亏,34642500.0,2022-01-29
958,600743,华远控股,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:57,000万元至79,000万元。",-680000000.0,-335.3,"1、受新冠疫情不断延续、地产宏观调控政策及融资环境不断收紧、市场情况持续走低等因素的叠加影响,公司开发的部分住宅及商业项目销售价格不及预期,为顺应市场变化,加快销售及现金回笼,公司根据各项目所处区域的市场环境、产品结构、推售节点及销售周期,预计对部分项目售价进行调整,使得可变现净值低于成本,为此拟计提减值准备约135,000万元到162,000万元,对归属于上市公司股东净利润的影响约为-104,000万元到-126,000万元。2、近年来房地产调控长效机制已逐渐形成,房地产市场呈现持续走低态势,行业整体毛利率下降,公司本年结算收入虽有大幅增加,但结算项目中低毛利项目占比提高,导致毛利率较去年同期下降。",首亏,288993500.0,2022-01-29
959,600743,华远控股,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:48,000万元至69,000万元。",-585000000.0,-241.28,"1、受新冠疫情不断延续、地产宏观调控政策及融资环境不断收紧、市场情况持续走低等因素的叠加影响,公司开发的部分住宅及商业项目销售价格不及预期,为顺应市场变化,加快销售及现金回笼,公司根据各项目所处区域的市场环境、产品结构、推售节点及销售周期,预计对部分项目售价进行调整,使得可变现净值低于成本,为此拟计提减值准备约135,000万元到162,000万元,对归属于上市公司股东净利润的影响约为-104,000万元到-126,000万元。2、近年来房地产调控长效机制已逐渐形成,房地产市场呈现持续走低态势,行业整体毛利率下降,公司本年结算收入虽有大幅增加,但结算项目中低毛利项目占比提高,导致毛利率较去年同期下降。",首亏,414062600.0,2022-01-29
