序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
152,688186,广大特材,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:12,300.00万元-12,700.00万元,同比增长1.78%-5.09%。",125000000.0,3.435,,略增,120851185.47,2020-02-04
153,688186,广大特材,营业收入,"预计2019年1-12月营业收入:154,000.00万元-160,000.00万元,同比增长2.16%-6.14%。",1570000000.0,4.15,,略增,1507468883.67,2020-02-04
154,688186,广大特材,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:13,600.00万元-14,000.00万元,同比增长1.21%-4.18%。",138000000.0,2.695,,略增,134378923.37,2020-02-04
155,900936,鄂资B股,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:129,000万元至141,000万元,同比上年增长:50%至64%。",1350000000.0,57.0,"(一)主营业务影响公司收购了电冶集团少数股东14.06%的股权,对电冶集团的持股比例增加至77.97%,减少少数股东损益;联营企业内蒙古鄂尔多斯永煤矿业投资有限公司及新收购的化学工业公司产能全面释放,增加效益;同时两大业务板块2019年度经营较为稳健,使归属于上市公司股东净利润增加。(二)非经常性损益的影响非经常性损益影响预告期归属于上市公司股东的净利润约为1.1亿元,上年同期非经常性损益金额为0.6亿元,上年同期同一控制下企业合并调整后非经常性损益金额为0.9亿元。本期非经常性损益变动主要为:同一控制下企业合并子公司化学工业公司期初至合并日的当期净损益增加非经常性损益。(三)会计处理的影响会计处理对公司业绩预增没有重大影响。(四)其他影响公司不存在其他对业绩预增构成重大影响的因素。",预增,860000000.0,2020-02-03
156,900936,鄂资B股,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:140,000万元至152,000万元,同比上年增长:47%至60%。",1460000000.0,53.5,"(一)主营业务影响公司收购了电冶集团少数股东14.06%的股权,对电冶集团的持股比例增加至77.97%,减少少数股东损益;联营企业内蒙古鄂尔多斯永煤矿业投资有限公司及新收购的化学工业公司产能全面释放,增加效益;同时两大业务板块2019年度经营较为稳健,使归属于上市公司股东净利润增加。(二)非经常性损益的影响非经常性损益影响预告期归属于上市公司股东的净利润约为1.1亿元,上年同期非经常性损益金额为0.6亿元,上年同期同一控制下企业合并调整后非经常性损益金额为0.9亿元。本期非经常性损益变动主要为:同一控制下企业合并子公司化学工业公司期初至合并日的当期净损益增加非经常性损益。(三)会计处理的影响会计处理对公司业绩预增没有重大影响。(四)其他影响公司不存在其他对业绩预增构成重大影响的因素。",预增,950000000.0,2020-02-03
157,603859,能科科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:8,620.89万元至9,635.11万元,同比上年增长:70%至90%。",91280000.0,80.0,"(一)智能制造业务发展。公司在报告期内持续进行技术研发,并加大了市场拓展力度,智能制造业务取得快速增长,是公司业绩的主要增长点;(二)并购联宏。2019年完成对上海联宏创能信息科技有限公司的并购,其良好的经营业绩也有助于公司总体业绩的增长。",预增,50711100.0,2020-02-03
158,603859,能科科技,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:8,580.21万元至9,438.46万元,同比上年增长:100%至120%。",90093350.0,110.0,"(一)智能制造业务发展。公司在报告期内持续进行技术研发,并加大了市场拓展力度,智能制造业务取得快速增长,是公司业绩的主要增长点;(二)并购联宏。2019年完成对上海联宏创能信息科技有限公司的并购,其良好的经营业绩也有助于公司总体业绩的增长。",预增,42902100.0,2020-02-03
159,603778,国晟科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,800万元至2,700万元。",22500000.0,460.07,"(一)主营业务影响。公司2019年度坏账准备转回2,358.96万元,增加2019年度归属于上市公司股东的净利润2,005.12万元。主要原因为:1、收回平谷新城滨河森林公园项目工程款489.60万元,坏账转回489.60万元;收回唐山植物风情馆项目工程款512.86万元,坏账转回153.86万元;兰州秦王川国家湿地公园项目预收账款抵减应收账款4,233.50万元,坏账转回1,270.00万元。2、北京乾景宝生小额贷款有限责任公司贷款减值准备转回445.50万元。(二)非经营性损益的影响。2019年度公司处置非全资子公司北京乾景恒通泊车科技有限公司投资收益341.00万元,增加2019年度归属于上市公司股东的净利润289.85万元。",扭亏,-6248800.0,2020-02-03
160,603778,国晟科技,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:1,456.57万元至2,356.57万元。",19065700.0,192.82,"(一)主营业务影响。公司2019年度坏账准备转回2,358.96万元,增加2019年度归属于上市公司股东的净利润2,005.12万元。主要原因为:1、收回平谷新城滨河森林公园项目工程款489.60万元,坏账转回489.60万元;收回唐山植物风情馆项目工程款512.86万元,坏账转回153.86万元;兰州秦王川国家湿地公园项目预收账款抵减应收账款4,233.50万元,坏账转回1,270.00万元。2、北京乾景宝生小额贷款有限责任公司贷款减值准备转回445.50万元。(二)非经营性损益的影响。2019年度公司处置非全资子公司北京乾景恒通泊车科技有限公司投资收益341.00万元,增加2019年度归属于上市公司股东的净利润289.85万元。",扭亏,-20541000.0,2020-02-03
161,603290,斯达半导,营业收入,"预计2019年1-12月营业收入:74,000万元-78,000万元,同比增长9.57%-15.49%。",760000000.0,12.53,,略增,675367666.62,2020-02-03
162,603290,斯达半导,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:11,000万元-12,000万元,同比增长24.02%-35.29%。",115000000.0,29.655,,略增,88697838.94,2020-02-03
163,601899,紫金矿业,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:410,000万元至430,000万元,同比上年增长:0.15%至5.03%。",4200000000.0,2.59,"(一)2019年度主要矿产品产量为:矿产金40,831公斤,同比增长11.87%(2018年度:36,497公斤);矿产铜369,857吨,同比增长48.79%(2018年度:248,577吨);矿产锌374,068吨,同比增长34.54%(2018年度:278,038吨);矿产银263,178公斤,同比增长19.15%(2018年度:220,877公斤);铁精矿353万吨(含马坑铁矿权益产量),同比增长18.86%(2018年度:297万吨)。(二)矿产锌、矿产铜销售价格同比下降,矿产金、铁精矿销售价格同比上升。(三)并购增加贷款利息支出。(四)计提的资产减值同比减少。(五)2018年存在一笔重新计量长期股权投资公允价值产生的投资收益,2019年无。",略增,4094000000.0,2020-02-03
164,601899,紫金矿业,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:365,000万元至400,000万元,同比上年增长:19.24%至30.68%。",3825000000.0,24.96,"(一)2019年度主要矿产品产量为:矿产金40,831公斤,同比增长11.87%(2018年度:36,497公斤);矿产铜369,857吨,同比增长48.79%(2018年度:248,577吨);矿产锌374,068吨,同比增长34.54%(2018年度:278,038吨);矿产银263,178公斤,同比增长19.15%(2018年度:220,877公斤);铁精矿353万吨(含马坑铁矿权益产量),同比增长18.86%(2018年度:297万吨)。(二)矿产锌、矿产铜销售价格同比下降,矿产金、铁精矿销售价格同比上升。(三)并购增加贷款利息支出。(四)计提的资产减值同比减少。(五)2018年存在一笔重新计量长期股权投资公允价值产生的投资收益,2019年无。",略增,3061000000.0,2020-02-03
165,601601,中国太保,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:约2,260,000万元至2,440,000万元,同比上年增长:约25%至35%。",23500000000.0,30.0,"2019年年度业绩预增主要是由于投资收益影响(主营业务)和税收政策变化(非经常性损益)所致。其中,非经常性损益是财政部和税务总局于2019年5月颁布的《关于保险企业手续费及佣金支出税前扣除政策的公告》(财政部税务总局公告2019年第72号)对2018年度汇算清缴影响,金额约为48亿元人民币。",略增,18084000000.0,2020-02-03
166,601601,中国太保,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:约2,700,000万元至2,880,000万元,同比上年增长:约50%至60%。",27900000000.0,55.0,"2019年年度业绩预增主要是由于投资收益影响(主营业务)和税收政策变化(非经常性损益)所致。其中,非经常性损益是财政部和税务总局于2019年5月颁布的《关于保险企业手续费及佣金支出税前扣除政策的公告》(财政部税务总局公告2019年第72号)对2018年度汇算清缴影响,金额约为48亿元人民币。",预增,18019000000.0,2020-02-03
167,601336,新华保险,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,426,000万元左右,同比上年增长:80%左右。",14260000000.0,80.0,本公司2019年年度业绩预计增长的主要原因是:受《关于保险企业手续费及佣金支出税前扣除政策的公告》(财政部税务总局公告2019年第72号)的影响及本公司保险业务整体盈利能力稳步提升。本公司将2018年度企业所得税汇算清缴适用新税收政策对当期损益的一次性调整作为非经常性损益。,预增,7922000000.0,2020-02-03
168,601336,新华保险,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:1,275,000万元左右,同比上年增长:60%左右。",12750000000.0,60.0,本公司2019年年度业绩预计增长的主要原因是:受《关于保险企业手续费及佣金支出税前扣除政策的公告》(财政部税务总局公告2019年第72号)的影响及本公司保险业务整体盈利能力稳步提升。本公司将2018年度企业所得税汇算清缴适用新税收政策对当期损益的一次性调整作为非经常性损益。,预增,7969000000.0,2020-02-03
169,600892,*ST大晟,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:35,000万元至52,500万元。",-437500000.0,61.25,"2019年,受宏观经济下行压力加大以及行业监管趋于严格等因素的影响,影视行业继续承压,行业景气度的下降,演员限薪令等监管政策效果的逐步显现,导致电视剧和网络剧的版权价格出现了一定程度的回落,提高了前期投资制作成本相对较高的项目在本期的发行难度,发行收益亦受到影响。受行业监管变化影响,公司影视剧发行不如预期,基于谨慎性原则,公司对影视剧存货按可变现价值低于其成本价计提跌价准备、对应收发行分成款计提坏账准备。因影视行业持续低迷,公司联营影视企业经营困难,经对联营企业未来经营情况的分析,该联营企业存在长期股权投资减值风险,基于谨慎性原则,需计提股权投资减值准备。公司本期预计计提减值准备为3.10亿元至4.85亿元。",减亏,-1129000000.0,2020-02-03
170,600892,*ST大晟,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润亏损:35,500万元至53,000万元。",-442500000.0,65.535,"2019年,受宏观经济下行压力加大以及行业监管趋于严格等因素的影响,影视行业继续承压,行业景气度的下降,演员限薪令等监管政策效果的逐步显现,导致电视剧和网络剧的版权价格出现了一定程度的回落,提高了前期投资制作成本相对较高的项目在本期的发行难度,发行收益亦受到影响。受行业监管变化影响,公司影视剧发行不如预期,基于谨慎性原则,公司对影视剧存货按可变现价值低于其成本价计提跌价准备、对应收发行分成款计提坏账准备。因影视行业持续低迷,公司联营影视企业经营困难,经对联营企业未来经营情况的分析,该联营企业存在长期股权投资减值风险,基于谨慎性原则,需计提股权投资减值准备。公司本期预计计提减值准备为3.10亿元至4.85亿元。",减亏,-1284000000.0,2020-02-03
171,600567,山鹰国际,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:144,173.85万元至176,212.48万元,同比上年下降:45%至55%。",1601931650.0,-50.0,"(一)主营业务影响1、公司2019年造纸及包装销量为476万吨、12.75亿平方米,较上年分别增加3.27%、4.66%,但因受市场和政策影响,公司营收规模及毛利率水平较上年同比下降,导致利润下降。2、根据财税[2015]78号文规定,公司及子公司浙江山鹰纸业有限公司、山鹰华南纸业有限公司已纳增值税额按50%退税率享受即征即退的税收优惠政策,由于2019年4月增值税税率自16%降至13%,相应退税收益减少。3、中美贸易摩擦导致公司2019年度的进口原料关税及相关物流成本较同期增加,致使公司主营业务成本上升和利润下降。4、公司2019年度在建项目在正式投产之前产生的管理费用导致利润下降。(二)非经营性损益的影响2019年度非经常性损益较上年同期减少约3.8亿元,主要是由于公司收购VersoWickliffeLLC(后更名为PhoenixPaperWickliffeLLC,即“凤凰纸业”),收购对价低于其可辨认净资产的公允价值,增加公司2018年度归属于上市公司股东的净利润3.5亿元,2019年无此项非经常损益事项。(三)四季度业绩的影响2019年第四季度公司国内箱板瓦楞纸业务势头良好,销售价格和毛利率均较第三季度有一定的提升,但年末人民币汇率浮动及参股公司股票价格波动,子公司北欧纸业四季度停机技改等因素对第四季度的业绩亦有一定负面影响。",预减,3203860000.0,2020-02-03
172,600567,山鹰国际,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:129,682.54万元至155,650.39万元,同比上年下降:41.85%至51.55%。",1426664650.0,-46.7,"(一)主营业务影响1、公司2019年造纸及包装销量为476万吨、12.75亿平方米,较上年分别增加3.27%、4.66%,但因受市场和政策影响,公司营收规模及毛利率水平较上年同比下降,导致利润下降。2、根据财税[2015]78号文规定,公司及子公司浙江山鹰纸业有限公司、山鹰华南纸业有限公司已纳增值税额按50%退税率享受即征即退的税收优惠政策,由于2019年4月增值税税率自16%降至13%,相应退税收益减少。3、中美贸易摩擦导致公司2019年度的进口原料关税及相关物流成本较同期增加,致使公司主营业务成本上升和利润下降。4、公司2019年度在建项目在正式投产之前产生的管理费用导致利润下降。(二)非经营性损益的影响2019年度非经常性损益较上年同期减少约3.8亿元,主要是由于公司收购VersoWickliffeLLC(后更名为PhoenixPaperWickliffeLLC,即“凤凰纸业”),收购对价低于其可辨认净资产的公允价值,增加公司2018年度归属于上市公司股东的净利润3.5亿元,2019年无此项非经常损益事项。(三)四季度业绩的影响2019年第四季度公司国内箱板瓦楞纸业务势头良好,销售价格和毛利率均较第三季度有一定的提升,但年末人民币汇率浮动及参股公司股票价格波动,子公司北欧纸业四季度停机技改等因素对第四季度的业绩亦有一定负面影响。",预减,2676770000.0,2020-02-03
173,600478,科力远,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:35,252万元。",-352520000.0,-1722.97,"(一)主营业务影响:公司电池及材料板块业务产品销量虽然稳步增长,但产品净利润贡献仍不足以弥补混合动力系统总成板块形成的亏损。公司混合动力系统总成项目于2018年下半年建成投产后,相关厂房、设备及无形资产开始摊销,本年度折旧摊销额大增,但本年度汽车市场受到行业整体趋势及国六政策影响,公司与整车厂原匹配的混合动力系统总成产品产销量较低,需重新匹配整车客户的国六车型开发,预计2020年下半年匹配的国六车型陆续验证完成后产销量方能得到稳步增长。(二)受丰田系混合动力汽车增长超预期影响,公司2019年混合动力电池及电池材料产品处于产能扩建期,且混合动力系统总成产品持续研发投入,管理费用及财务费用同比增长较多。(三)非经营性损益的影响:为降低运营成本,公司对绿色出行业务的推广车辆进行了处置从而产生非流动资产处置损失。除此之外,公司本次未取得大额政府补助,也无其它大额的非经营性损益。",首亏,21720700.0,2020-02-03
174,600478,科力远,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润亏损:35,592万元。",-355920000.0,-145.74,"(一)主营业务影响:公司电池及材料板块业务产品销量虽然稳步增长,但产品净利润贡献仍不足以弥补混合动力系统总成板块形成的亏损。公司混合动力系统总成项目于2018年下半年建成投产后,相关厂房、设备及无形资产开始摊销,本年度折旧摊销额大增,但本年度汽车市场受到行业整体趋势及国六政策影响,公司与整车厂原匹配的混合动力系统总成产品产销量较低,需重新匹配整车客户的国六车型开发,预计2020年下半年匹配的国六车型陆续验证完成后产销量方能得到稳步增长。(二)受丰田系混合动力汽车增长超预期影响,公司2019年混合动力电池及电池材料产品处于产能扩建期,且混合动力系统总成产品持续研发投入,管理费用及财务费用同比增长较多。(三)非经营性损益的影响:为降低运营成本,公司对绿色出行业务的推广车辆进行了处置从而产生非流动资产处置损失。除此之外,公司本次未取得大额政府补助,也无其它大额的非经营性损益。",增亏,-144836900.0,2020-02-03
175,600295,鄂尔多斯,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:129,000万元至141,000万元,同比上年增长:50%至64%。",1350000000.0,57.0,"(一)主营业务影响公司收购了电冶集团少数股东14.06%的股权,对电冶集团的持股比例增加至77.97%,减少少数股东损益;联营企业内蒙古鄂尔多斯永煤矿业投资有限公司及新收购的化学工业公司产能全面释放,增加效益;同时两大业务板块2019年度经营较为稳健,使归属于上市公司股东净利润增加。(二)非经常性损益的影响非经常性损益影响预告期归属于上市公司股东的净利润约为1.1亿元,上年同期非经常性损益金额为0.6亿元,上年同期同一控制下企业合并调整后非经常性损益金额为0.9亿元。本期非经常性损益变动主要为:同一控制下企业合并子公司化学工业公司期初至合并日的当期净损益增加非经常性损益。(三)会计处理的影响会计处理对公司业绩预增没有重大影响。(四)其他影响公司不存在其他对业绩预增构成重大影响的因素。",预增,860000000.0,2020-02-03
176,600295,鄂尔多斯,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:140,000万元至152,000万元,同比上年增长:47%至60%。",1460000000.0,53.5,"(一)主营业务影响公司收购了电冶集团少数股东14.06%的股权,对电冶集团的持股比例增加至77.97%,减少少数股东损益;联营企业内蒙古鄂尔多斯永煤矿业投资有限公司及新收购的化学工业公司产能全面释放,增加效益;同时两大业务板块2019年度经营较为稳健,使归属于上市公司股东净利润增加。(二)非经常性损益的影响非经常性损益影响预告期归属于上市公司股东的净利润约为1.1亿元,上年同期非经常性损益金额为0.6亿元,上年同期同一控制下企业合并调整后非经常性损益金额为0.9亿元。本期非经常性损益变动主要为:同一控制下企业合并子公司化学工业公司期初至合并日的当期净损益增加非经常性损益。(三)会计处理的影响会计处理对公司业绩预增没有重大影响。(四)其他影响公司不存在其他对业绩预增构成重大影响的因素。",预增,950000000.0,2020-02-03
177,600251,冠农股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:17,035.89万元,同比上年增长:82.46%。",170358900.0,82.46,"(一)主营业务影响。1.报告期内,公司通过深化国资国企改革“双百行动”,创新了体制机制,激发了活力动力。瘦身健体、减亏止血、节本增效效果明显,主营业务规模和质量有效提升,致公司营业收入比上年同期增长60%,营业毛利总额比上年同期增加51%,带动公司业绩增长。2.报告期内,公司提取的固定资产减值准备、存货跌价准备、可供出售金融资产减值准备和商誉减值准备减少,使公司资产减值损失比上年同期减少,致公司业绩增长。",预增,93367600.0,2020-02-03
178,600251,冠农股份,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:14,190.71万元,同比上年增长:113.13%。",141907100.0,113.13,"(一)主营业务影响。1.报告期内,公司通过深化国资国企改革“双百行动”,创新了体制机制,激发了活力动力。瘦身健体、减亏止血、节本增效效果明显,主营业务规模和质量有效提升,致公司营业收入比上年同期增长60%,营业毛利总额比上年同期增加51%,带动公司业绩增长。2.报告期内,公司提取的固定资产减值准备、存货跌价准备、可供出售金融资产减值准备和商誉减值准备减少,使公司资产减值损失比上年同期减少,致公司业绩增长。",预增,66581600.0,2020-02-03
179,600251,冠农股份,营业收入,预计2019年1-12月营业收入同比上年增长:60%。,,60.0,"(一)主营业务影响。1.报告期内,公司通过深化国资国企改革“双百行动”,创新了体制机制,激发了活力动力。瘦身健体、减亏止血、节本增效效果明显,主营业务规模和质量有效提升,致公司营业收入比上年同期增长60%,营业毛利总额比上年同期增加51%,带动公司业绩增长。2.报告期内,公司提取的固定资产减值准备、存货跌价准备、可供出售金融资产减值准备和商誉减值准备减少,使公司资产减值损失比上年同期减少,致公司业绩增长。",预增,2174777459.6,2020-02-03
180,600008,首创环保,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:93,540.64万元至100,740.64万元,同比上年增长:30%至40%。",971406400.0,35.0,"(一)主营业务影响1.报告期内,公司积极拓展主营业务,前期及本期在建的环保项目竣工陆续投入运营,污水处理量、自来水生产销售量逐步增加,同时部分存量项目水价调整,污水处理收入、自来水生产销售收入相应增加。2.报告期内,公司加强工程建设项目的整体管控,工程管理水平逐步提升,环境综合治理工程项目建设业务收入增加。(二)非经营性损益的影响公司之子公司首创(香港)有限公司之子公司首创环境控股有限公司收回以前年度已计提减值的经营款项,本期冲回以前年度已计提的资产减值损失。公司之子公司首创(香港)有限公司之子公司ECOIndustrialEnvironmentalEngineeringPteLtd收到保险理赔款计入营业外收入。本期公司预计非经常性损益对归属于上市公司股东的净利润的影响金额为11,000万元至12,000万元。",略增,719406400.0,2020-02-03
181,600008,首创环保,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:82,513.99万元至88,713.99万元,同比上年增长:25%至35%。",856139900.0,30.0,"(一)主营业务影响1.报告期内,公司积极拓展主营业务,前期及本期在建的环保项目竣工陆续投入运营,污水处理量、自来水生产销售量逐步增加,同时部分存量项目水价调整,污水处理收入、自来水生产销售收入相应增加。2.报告期内,公司加强工程建设项目的整体管控,工程管理水平逐步提升,环境综合治理工程项目建设业务收入增加。(二)非经营性损益的影响公司之子公司首创(香港)有限公司之子公司首创环境控股有限公司收回以前年度已计提减值的经营款项,本期冲回以前年度已计提的资产减值损失。公司之子公司首创(香港)有限公司之子公司ECOIndustrialEnvironmentalEngineeringPteLtd收到保险理赔款计入营业外收入。本期公司预计非经常性损益对归属于上市公司股东的净利润的影响金额为11,000万元至12,000万元。",略增,658139900.0,2020-02-03
182,300813,泰林生物,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:3,550万元至4,821.59万元,同比上年下降:0%至26.37%。",41857950.0,-13.185,"报告期内,公司归属于上市公司股东的净利润较上年同期下降至基本持平的主要原因是公司销售收入保持增长,但研发投入加大及新的生产基地投入使用导致营运费用增加所致。具体如下:1、公司各项业务稳健开展,销售收入持续增长。公司正积极开拓国内外市场,加大销售队伍建设,保障公司持续经营能力健康发展。2、公司新的生产基地于2019年投入使用,致使公司整体运营成本和管理人员有所增加,致使净利润较同期预计有所下降。3、2019年公司承办的国家重大科技专项按项目的进度和要求加大研发投入,研发人员和研发费用相应增加。4、报告期内,预计非经常性损益的金额为504.9万元,上年度同期非经常性损益金额为670.6万元。",略减,48215900.0,2020-02-03
183,300813,泰林生物,非经常性损益,预计2019年1-12月非经常性损益:504.9万元。,5049000.0,-24.71,"报告期内,公司归属于上市公司股东的净利润较上年同期下降至基本持平的主要原因是公司销售收入保持增长,但研发投入加大及新的生产基地投入使用导致营运费用增加所致。具体如下:1、公司各项业务稳健开展,销售收入持续增长。公司正积极开拓国内外市场,加大销售队伍建设,保障公司持续经营能力健康发展。2、公司新的生产基地于2019年投入使用,致使公司整体运营成本和管理人员有所增加,致使净利润较同期预计有所下降。3、2019年公司承办的国家重大科技专项按项目的进度和要求加大研发投入,研发人员和研发费用相应增加。4、报告期内,预计非经常性损益的金额为504.9万元,上年度同期非经常性损益金额为670.6万元。",不确定,6706000.0,2020-02-03
184,300781,因赛集团,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:5,000万元至5,400万元,同比上年下降:18%至24%。",52000000.0,-21.0,"2019年,公司归属于上市公司股东净利润比上年同期下降,主要原因是:1.报告期内,公司营业额较上年同期略有下降,导致毛利额相应下降;2.报告期内,公司持续引进人才,并加快数字营销技术及传播研发中心建设的研发投入,人力成本较上年同期有较大增长;3.2019年1月,位于广州番禺天安节能科技园的公司自有办公楼(面积比公司原租赁的办公场所面积大2倍多)正式投入使用,折旧费用增加,也对归属于上市公司股东净利润带来压力。",略减,65670000.0,2020-02-03
185,300751,迈为股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:22,500万元至26,500万元,同比上年增长:31.63%至55.04%。",245000000.0,43.335,"报告期内,光伏行业整体态势良好,公司依照整体战略及年度经营计划,有序开展各项工作,凭借多年的行业经验不断完善和整合销售渠道,主营产品太阳能电池丝网印刷设备销量有较大幅度增长。预计公司2019年度非经常性损益对公司净利润的影响金额约为1,980万元左右,主要系公司收到的政府补助资金等。",预增,170927600.0,2020-02-03
186,300746,汉嘉数智,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:8,700.22万元至9,835.03万元,同比上年增长:15%至30%。",92676250.0,22.5,"2019年度,归属于上市公司股东的净利润与上年同期相比同向上升,主要原因如下:报告期内,公司业务发展良好,收入和利润比去年同期有所增长。公司EPC工程总承包业务规模扩大,新增合同大幅增长,EPC业务的持续实施对公司2019年度及以后年度经营业绩产生积极影响。公司收购的杭州市城乡建设设计院股份有限公司于2019年9月开始纳入公司的合并报表,杭设股份经营情况良好,对本报告期公司经营业绩有一定积极影响。2019年度,公司通过投资上海茁昀企业发展合伙企业(有限合伙)实现投资收益3383万元。预计2019年度非经常性损益对净利润的影响金额约为4900万元,主要是政府补助和理财收益、投资收益。",略增,75654100.0,2020-02-03
187,300745,欣锐科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:2,473.73万元至4,947.44万元,同比上年下降:40%至70%。",37105850.0,-55.0,"1、报告期内,归属于上市公司股东的净利润比上年同期有所下降,主要是受国内外宏观经济形势及国内新能源汽车补贴政策影响,2019年我国新能源汽车整车销量首次出现同比下滑,新能源汽车补贴大幅退坡,整车厂降本压力增大。在新能源汽车整车销量下滑和整车厂降本压力的双重挑战下,公司产能及规模优势在报告期内未能得到充分发挥,公司营业收入和产品毛利率同比均有所下降。2、报告期内,为持续推行“品牌向上”的战略,公司继续集中资源加大产品研发投入。",预减,82457300.0,2020-02-03
188,300735,光弘科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:42,500万元至44,000万元,同比上年增长:55.5%至60.98%。",432500000.0,58.24,"1、公司产能有序扩张以及业务订单饱满,对公司的业绩实现正向增长,盈利水平明显提升;2、预计报告期内非经常性损益约为4,500万元左右,具体数据以2019年度报告中披露数据为准。",预增,273320000.0,2020-02-03
189,300735,光弘科技,非经常性损益,"预计2019年1-12月非经常性损益:4,500万元左右。",45000000.0,28.5,"1、公司产能有序扩张以及业务订单饱满,对公司的业绩实现正向增长,盈利水平明显提升;2、预计报告期内非经常性损益约为4,500万元左右,具体数据以2019年度报告中披露数据为准。",不确定,35018902.52,2020-02-03
190,300724,捷佳伟创,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:37,970万元至41,642万元,同比上年增长:24.01%至36%。",398060000.0,30.005,"1、报告期内,公司净利润比上年同期增长,系公司主要产品市场需求良好,整体销售稳步提升,使得本期销售收入及营业利润持续增长。2、本报告期非经常性损益对净利润的影响金额预计为2,500.00万元-2,900.00万元,去年同期为2,379.49万元。",略增,306191700.0,2020-02-03
191,300713,英可瑞,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:1,450万元至1,950万元。",-17000000.0,-241.53,"1、报告期内,公司电动汽车充电电源领域市场竞争持续加剧,毛利率下降,以及由于公司不断开拓新的业务范围,积极调整和优化产品结构,公司研发投入相比去年同期增长较大。2、报告期内,公司与漳州安顺、陈建顺的买卖合同纠纷案已进入执行阶段,经向漳州市中级人民法院查询,目前尚无可执行财产。本报告期末,公司对上述案件所涉及的欠款预计回收金额进行了重新评估,根据谨慎性原则,本期预计计提的坏账准备金额约为2,220.25万元。最终计提应收款坏账准备金额以审计报告为准。3、报告期内,公司控股子公司广义变流2018、2019连续两年度合计业绩实现不及预期,公司根据《企业会计准则第8号-资产减值》及相关会计政策规定,基于谨慎性原则,公司将在2019年度报告中对因收购广义变流股权而形成的商誉进行减值测试,经公司委托的相关评估机构初步摸底及测算,本报告期内预计计提商誉减值准备约为1,450万元,最终商誉减值准备计提的金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。4、预计公司2019年,非经常性损益对净利润的影响金额约为1,829万元。",首亏,12011500.0,2020-02-03
