序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
2578,002746,仙坛股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:5,000万元至7,000万元,同比上年增长:257.27%至320.18%。",60000000.0,288.725,"1、报告期内随着国内疫情的舒缓,消费逐渐回暖,行业景气度有所提升。公司鸡肉产品销售价格同比上涨,利润也随之增加。2、根据公司总体战略部署,2021年新建的子公司诸城食品和仙坛清食品相继投产,2022年诸城食品和仙坛清食品的生产产能逐步得到释放,商品鸡出栏数量逐步增加,销售数量和销售收入也随之增加,因此公司利润亦随之增加。",扭亏,-31792600.0,2023-01-31
2579,002746,仙坛股份,每股收益,预计2022年1-12月每股收益盈利:0.128元至0.151元。,0.1395,,"1、报告期内随着国内疫情的舒缓,消费逐渐回暖,行业景气度有所提升。公司鸡肉产品销售价格同比上涨,利润也随之增加。2、根据公司总体战略部署,2021年新建的子公司诸城食品和仙坛清食品相继投产,2022年诸城食品和仙坛清食品的生产产能逐步得到释放,商品鸡出栏数量逐步增加,销售数量和销售收入也随之增加,因此公司利润亦随之增加。",预增,0.1,2023-01-31
2580,002746,仙坛股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:11,000万元至13,000万元,同比上年增长:33.91%至58.26%。",120000000.0,46.085,"1、报告期内随着国内疫情的舒缓,消费逐渐回暖,行业景气度有所提升。公司鸡肉产品销售价格同比上涨,利润也随之增加。2、根据公司总体战略部署,2021年新建的子公司诸城食品和仙坛清食品相继投产,2022年诸城食品和仙坛清食品的生产产能逐步得到释放,商品鸡出栏数量逐步增加,销售数量和销售收入也随之增加,因此公司利润亦随之增加。",预增,82144700.0,2023-01-31
2581,002739,儒意电影,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:147,000万元至212,000万元。",-1795000000.0,-14153.3,"1、2022年,深圳、上海、北京、郑州、广州等多地疫情爆发,全国影院频繁关停,第二季度影院停业率超过50%,第四季度最多时停业率接近65%,同时影片供应相对不足,全年上映影片数量减少约40%,电影行业再次受到严重影响。2022年,全国电影票房300.67亿元,较2021年下降36.4%,观影人次7.12亿,较2021年下降39.2%,而3月、4月、5月、11月单月票房均不足10亿元,创多年新低。报告期内,受疫情影响公司累计停业影院752家,店均停业近60天,因此票房收入大幅减少,全年实现票房43.9亿元(不含服务费),较上年同期下降29.4%,观影人次1.1亿,较上年同期下降33%,同时影院广告收入、卖品收入也受到人次下滑较大影响,而影院折旧、租金、员工薪酬等固定成本较高,导致公司国内影院经营业绩出现较大亏损。2022年,公司下属澳洲院线各项经营业务稳健恢复,全年实现票房约12.4亿元,较上年同期增长67.6%,观影人次1,530万人,较上年同期增长61.9%,经营业绩实现扭亏为盈。2、2022年,疫情反复打乱了子公司万达影视传媒有限公司(以下简称“万达影视”)的经营计划和影片上映节奏,《哥,你好》《想见你》等多部主投主控影片被迫改档或推迟上映,错过最佳上映时机,而已上映的影片受影院停业、观众观影意愿不足或极限定档导致宣传窗口期大幅缩短等因素影响,票房表现不及预期。同时,原计划年内上映的《维和防暴队》《宇宙探索编辑部》等影片未能上映,部分电视剧也未能如期播出或销售价格降低,因此公司影视剧投资制作与发行收入下滑较大,而拍摄制作周期拉长、宣发费用增加等因素使影片投资成本不断上升,导致万达影视未能完成2022年度业绩承诺。3、2022年,面对复杂的外部形势和疫情对电影行业造成的不利影响,公司及时调整经营策略,整合优化资源,加强成本费用管控,进一步提升了经营效率,市场份额保持稳步增长,累计市场份额达17.1%,较上年同期增长1.8个百分点。同时公司放缓影院建设发展速度,加速推动轻资产转型,关停部分亏损影院,提高了公司整体资产质量和抗风险能力,截至2022年12月31日,公司国内拥有已开业影院845家,7,112块银幕,其中直营影院704家,6,110块银幕,轻资产影院141家,1,002块银幕。除此之外,公司开展了一系列创新业务,增加多元化收入的同时吸引更多观众走进影院,为电影市场复苏做好充分准备。2022年12月以来,国内疫情防控政策不断优化和调整,中共中央、国务院印发了《扩大内需战略规划纲要(2022-2035年)》,致力于全面促进消费,助力经济复苏,对电影行业和公司长期稳健发展将产生积极影响。2023年开局,在重点档期元旦档和春节档的推动下,全国电影票房和观影人次保持恢复趋势,其中春节档总票房67.58亿元,观影人次1.29亿,成为中国影史春节档票房第二,为电影市场的复苏释放出积极信号。虽然短期内电影行业可能仍面临疫情造成的扰动,但随着全国影院经营秩序的逐步恢复和国内外内容供给的不断增加,预计国内观影需求和意愿将不断提振,全行业景气度有望进一步回暖。2023年,公司已做好充分准备迎接行业复苏,努力提高经营业绩。",首亏,12772800.0,2023-01-31
2582,002739,儒意电影,营业收入,"预计2022年1-12月营业收入:950,000万元至1,000,000万元。",9750000000.0,-21.94,"1、2022年,深圳、上海、北京、郑州、广州等多地疫情爆发,全国影院频繁关停,第二季度影院停业率超过50%,第四季度最多时停业率接近65%,同时影片供应相对不足,全年上映影片数量减少约40%,电影行业再次受到严重影响。2022年,全国电影票房300.67亿元,较2021年下降36.4%,观影人次7.12亿,较2021年下降39.2%,而3月、4月、5月、11月单月票房均不足10亿元,创多年新低。报告期内,受疫情影响公司累计停业影院752家,店均停业近60天,因此票房收入大幅减少,全年实现票房43.9亿元(不含服务费),较上年同期下降29.4%,观影人次1.1亿,较上年同期下降33%,同时影院广告收入、卖品收入也受到人次下滑较大影响,而影院折旧、租金、员工薪酬等固定成本较高,导致公司国内影院经营业绩出现较大亏损。2022年,公司下属澳洲院线各项经营业务稳健恢复,全年实现票房约12.4亿元,较上年同期增长67.6%,观影人次1,530万人,较上年同期增长61.9%,经营业绩实现扭亏为盈。2、2022年,疫情反复打乱了子公司万达影视传媒有限公司(以下简称“万达影视”)的经营计划和影片上映节奏,《哥,你好》《想见你》等多部主投主控影片被迫改档或推迟上映,错过最佳上映时机,而已上映的影片受影院停业、观众观影意愿不足或极限定档导致宣传窗口期大幅缩短等因素影响,票房表现不及预期。同时,原计划年内上映的《维和防暴队》《宇宙探索编辑部》等影片未能上映,部分电视剧也未能如期播出或销售价格降低,因此公司影视剧投资制作与发行收入下滑较大,而拍摄制作周期拉长、宣发费用增加等因素使影片投资成本不断上升,导致万达影视未能完成2022年度业绩承诺。3、2022年,面对复杂的外部形势和疫情对电影行业造成的不利影响,公司及时调整经营策略,整合优化资源,加强成本费用管控,进一步提升了经营效率,市场份额保持稳步增长,累计市场份额达17.1%,较上年同期增长1.8个百分点。同时公司放缓影院建设发展速度,加速推动轻资产转型,关停部分亏损影院,提高了公司整体资产质量和抗风险能力,截至2022年12月31日,公司国内拥有已开业影院845家,7,112块银幕,其中直营影院704家,6,110块银幕,轻资产影院141家,1,002块银幕。除此之外,公司开展了一系列创新业务,增加多元化收入的同时吸引更多观众走进影院,为电影市场复苏做好充分准备。2022年12月以来,国内疫情防控政策不断优化和调整,中共中央、国务院印发了《扩大内需战略规划纲要(2022-2035年)》,致力于全面促进消费,助力经济复苏,对电影行业和公司长期稳健发展将产生积极影响。2023年开局,在重点档期元旦档和春节档的推动下,全国电影票房和观影人次保持恢复趋势,其中春节档总票房67.58亿元,观影人次1.29亿,成为中国影史春节档票房第二,为电影市场的复苏释放出积极信号。虽然短期内电影行业可能仍面临疫情造成的扰动,但随着全国影院经营秩序的逐步恢复和国内外内容供给的不断增加,预计国内观影需求和意愿将不断提振,全行业景气度有望进一步回暖。2023年,公司已做好充分准备迎接行业复苏,努力提高经营业绩。",略减,12490346300.0,2023-01-31
2583,002739,儒意电影,扣除后营业收入,"预计2022年1-12月扣除后营业收入:950,000万元至1,000,000万元。",9750000000.0,,"1、2022年,深圳、上海、北京、郑州、广州等多地疫情爆发,全国影院频繁关停,第二季度影院停业率超过50%,第四季度最多时停业率接近65%,同时影片供应相对不足,全年上映影片数量减少约40%,电影行业再次受到严重影响。2022年,全国电影票房300.67亿元,较2021年下降36.4%,观影人次7.12亿,较2021年下降39.2%,而3月、4月、5月、11月单月票房均不足10亿元,创多年新低。报告期内,受疫情影响公司累计停业影院752家,店均停业近60天,因此票房收入大幅减少,全年实现票房43.9亿元(不含服务费),较上年同期下降29.4%,观影人次1.1亿,较上年同期下降33%,同时影院广告收入、卖品收入也受到人次下滑较大影响,而影院折旧、租金、员工薪酬等固定成本较高,导致公司国内影院经营业绩出现较大亏损。2022年,公司下属澳洲院线各项经营业务稳健恢复,全年实现票房约12.4亿元,较上年同期增长67.6%,观影人次1,530万人,较上年同期增长61.9%,经营业绩实现扭亏为盈。2、2022年,疫情反复打乱了子公司万达影视传媒有限公司(以下简称“万达影视”)的经营计划和影片上映节奏,《哥,你好》《想见你》等多部主投主控影片被迫改档或推迟上映,错过最佳上映时机,而已上映的影片受影院停业、观众观影意愿不足或极限定档导致宣传窗口期大幅缩短等因素影响,票房表现不及预期。同时,原计划年内上映的《维和防暴队》《宇宙探索编辑部》等影片未能上映,部分电视剧也未能如期播出或销售价格降低,因此公司影视剧投资制作与发行收入下滑较大,而拍摄制作周期拉长、宣发费用增加等因素使影片投资成本不断上升,导致万达影视未能完成2022年度业绩承诺。3、2022年,面对复杂的外部形势和疫情对电影行业造成的不利影响,公司及时调整经营策略,整合优化资源,加强成本费用管控,进一步提升了经营效率,市场份额保持稳步增长,累计市场份额达17.1%,较上年同期增长1.8个百分点。同时公司放缓影院建设发展速度,加速推动轻资产转型,关停部分亏损影院,提高了公司整体资产质量和抗风险能力,截至2022年12月31日,公司国内拥有已开业影院845家,7,112块银幕,其中直营影院704家,6,110块银幕,轻资产影院141家,1,002块银幕。除此之外,公司开展了一系列创新业务,增加多元化收入的同时吸引更多观众走进影院,为电影市场复苏做好充分准备。2022年12月以来,国内疫情防控政策不断优化和调整,中共中央、国务院印发了《扩大内需战略规划纲要(2022-2035年)》,致力于全面促进消费,助力经济复苏,对电影行业和公司长期稳健发展将产生积极影响。2023年开局,在重点档期元旦档和春节档的推动下,全国电影票房和观影人次保持恢复趋势,其中春节档总票房67.58亿元,观影人次1.29亿,成为中国影史春节档票房第二,为电影市场的复苏释放出积极信号。虽然短期内电影行业可能仍面临疫情造成的扰动,但随着全国影院经营秩序的逐步恢复和国内外内容供给的不断增加,预计国内观影需求和意愿将不断提振,全行业景气度有望进一步回暖。2023年,公司已做好充分准备迎接行业复苏,努力提高经营业绩。",略减,12490346300.0,2023-01-31
2584,002739,儒意电影,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:130,000万元至195,000万元。",-1625000000.0,-1628.215,"1、2022年,深圳、上海、北京、郑州、广州等多地疫情爆发,全国影院频繁关停,第二季度影院停业率超过50%,第四季度最多时停业率接近65%,同时影片供应相对不足,全年上映影片数量减少约40%,电影行业再次受到严重影响。2022年,全国电影票房300.67亿元,较2021年下降36.4%,观影人次7.12亿,较2021年下降39.2%,而3月、4月、5月、11月单月票房均不足10亿元,创多年新低。报告期内,受疫情影响公司累计停业影院752家,店均停业近60天,因此票房收入大幅减少,全年实现票房43.9亿元(不含服务费),较上年同期下降29.4%,观影人次1.1亿,较上年同期下降33%,同时影院广告收入、卖品收入也受到人次下滑较大影响,而影院折旧、租金、员工薪酬等固定成本较高,导致公司国内影院经营业绩出现较大亏损。2022年,公司下属澳洲院线各项经营业务稳健恢复,全年实现票房约12.4亿元,较上年同期增长67.6%,观影人次1,530万人,较上年同期增长61.9%,经营业绩实现扭亏为盈。2、2022年,疫情反复打乱了子公司万达影视传媒有限公司(以下简称“万达影视”)的经营计划和影片上映节奏,《哥,你好》《想见你》等多部主投主控影片被迫改档或推迟上映,错过最佳上映时机,而已上映的影片受影院停业、观众观影意愿不足或极限定档导致宣传窗口期大幅缩短等因素影响,票房表现不及预期。同时,原计划年内上映的《维和防暴队》《宇宙探索编辑部》等影片未能上映,部分电视剧也未能如期播出或销售价格降低,因此公司影视剧投资制作与发行收入下滑较大,而拍摄制作周期拉长、宣发费用增加等因素使影片投资成本不断上升,导致万达影视未能完成2022年度业绩承诺。3、2022年,面对复杂的外部形势和疫情对电影行业造成的不利影响,公司及时调整经营策略,整合优化资源,加强成本费用管控,进一步提升了经营效率,市场份额保持稳步增长,累计市场份额达17.1%,较上年同期增长1.8个百分点。同时公司放缓影院建设发展速度,加速推动轻资产转型,关停部分亏损影院,提高了公司整体资产质量和抗风险能力,截至2022年12月31日,公司国内拥有已开业影院845家,7,112块银幕,其中直营影院704家,6,110块银幕,轻资产影院141家,1,002块银幕。除此之外,公司开展了一系列创新业务,增加多元化收入的同时吸引更多观众走进影院,为电影市场复苏做好充分准备。2022年12月以来,国内疫情防控政策不断优化和调整,中共中央、国务院印发了《扩大内需战略规划纲要(2022-2035年)》,致力于全面促进消费,助力经济复苏,对电影行业和公司长期稳健发展将产生积极影响。2023年开局,在重点档期元旦档和春节档的推动下,全国电影票房和观影人次保持恢复趋势,其中春节档总票房67.58亿元,观影人次1.29亿,成为中国影史春节档票房第二,为电影市场的复苏释放出积极信号。虽然短期内电影行业可能仍面临疫情造成的扰动,但随着全国影院经营秩序的逐步恢复和国内外内容供给的不断增加,预计国内观影需求和意愿将不断提振,全行业景气度有望进一步回暖。2023年,公司已做好充分准备迎接行业复苏,努力提高经营业绩。",首亏,106333300.0,2023-01-31
2585,002739,儒意电影,每股收益,预计2022年1-12月每股收益亏损:0.5965元至0.8948元。,-0.74565,,"1、2022年,深圳、上海、北京、郑州、广州等多地疫情爆发,全国影院频繁关停,第二季度影院停业率超过50%,第四季度最多时停业率接近65%,同时影片供应相对不足,全年上映影片数量减少约40%,电影行业再次受到严重影响。2022年,全国电影票房300.67亿元,较2021年下降36.4%,观影人次7.12亿,较2021年下降39.2%,而3月、4月、5月、11月单月票房均不足10亿元,创多年新低。报告期内,受疫情影响公司累计停业影院752家,店均停业近60天,因此票房收入大幅减少,全年实现票房43.9亿元(不含服务费),较上年同期下降29.4%,观影人次1.1亿,较上年同期下降33%,同时影院广告收入、卖品收入也受到人次下滑较大影响,而影院折旧、租金、员工薪酬等固定成本较高,导致公司国内影院经营业绩出现较大亏损。2022年,公司下属澳洲院线各项经营业务稳健恢复,全年实现票房约12.4亿元,较上年同期增长67.6%,观影人次1,530万人,较上年同期增长61.9%,经营业绩实现扭亏为盈。2、2022年,疫情反复打乱了子公司万达影视传媒有限公司(以下简称“万达影视”)的经营计划和影片上映节奏,《哥,你好》《想见你》等多部主投主控影片被迫改档或推迟上映,错过最佳上映时机,而已上映的影片受影院停业、观众观影意愿不足或极限定档导致宣传窗口期大幅缩短等因素影响,票房表现不及预期。同时,原计划年内上映的《维和防暴队》《宇宙探索编辑部》等影片未能上映,部分电视剧也未能如期播出或销售价格降低,因此公司影视剧投资制作与发行收入下滑较大,而拍摄制作周期拉长、宣发费用增加等因素使影片投资成本不断上升,导致万达影视未能完成2022年度业绩承诺。3、2022年,面对复杂的外部形势和疫情对电影行业造成的不利影响,公司及时调整经营策略,整合优化资源,加强成本费用管控,进一步提升了经营效率,市场份额保持稳步增长,累计市场份额达17.1%,较上年同期增长1.8个百分点。同时公司放缓影院建设发展速度,加速推动轻资产转型,关停部分亏损影院,提高了公司整体资产质量和抗风险能力,截至2022年12月31日,公司国内拥有已开业影院845家,7,112块银幕,其中直营影院704家,6,110块银幕,轻资产影院141家,1,002块银幕。除此之外,公司开展了一系列创新业务,增加多元化收入的同时吸引更多观众走进影院,为电影市场复苏做好充分准备。2022年12月以来,国内疫情防控政策不断优化和调整,中共中央、国务院印发了《扩大内需战略规划纲要(2022-2035年)》,致力于全面促进消费,助力经济复苏,对电影行业和公司长期稳健发展将产生积极影响。2023年开局,在重点档期元旦档和春节档的推动下,全国电影票房和观影人次保持恢复趋势,其中春节档总票房67.58亿元,观影人次1.29亿,成为中国影史春节档票房第二,为电影市场的复苏释放出积极信号。虽然短期内电影行业可能仍面临疫情造成的扰动,但随着全国影院经营秩序的逐步恢复和国内外内容供给的不断增加,预计国内观影需求和意愿将不断提振,全行业景气度有望进一步回暖。2023年,公司已做好充分准备迎接行业复苏,努力提高经营业绩。",首亏,0.0477,2023-01-31
2586,002721,金一文化,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:195,000万元至280,000万元。",-2375000000.0,-84.24,"(一)营业收入影响2022年度,受整体经济环境及疫情因素影响,公司银邮渠道因部分银行营销活动无法正常开展进而影响销售;公司零售业务部分区域门店客流锐减、店面长时间关闭,另一方面公司关停了部分亏损门店,销售规模有所下降;公司经销渠道下游需求减少,导致销售减少;报告期公司战略收缩,继续减少开展资金效率相对较低的业务。以上因素导致公司2022年度营业收入较上年同期减少30%以上。(二)计提坏账准备影响2022年度,公司根据会计准则要求,对应收款项进行减值测试,本期预计计提信用减值损失170,000万元—190,000万元,较上年同期增加,主要由于公司基于谨慎性原则,对预计无法收回的客户应收账款账面价值全额计提减值损失,另一方面因部分客户的经营受疫情等因素影响,回款速度放缓,计提信用减值损失有所增加。(三)期间费用影响公司在2022年度虽然销售费用、管理费用较上年同期均有下降,但财务费用较上年同期仍有所增长,2022年度公司财务费用较上年同期增加14%左右。以上为公司报告期经营业绩预计亏损的主要原因。",增亏,-1289062400.0,2023-01-31
2587,002721,金一文化,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:193,300万元至278,300万元。",-2358000000.0,-91.13,"(一)营业收入影响2022年度,受整体经济环境及疫情因素影响,公司银邮渠道因部分银行营销活动无法正常开展进而影响销售;公司零售业务部分区域门店客流锐减、店面长时间关闭,另一方面公司关停了部分亏损门店,销售规模有所下降;公司经销渠道下游需求减少,导致销售减少;报告期公司战略收缩,继续减少开展资金效率相对较低的业务。以上因素导致公司2022年度营业收入较上年同期减少30%以上。(二)计提坏账准备影响2022年度,公司根据会计准则要求,对应收款项进行减值测试,本期预计计提信用减值损失170,000万元—190,000万元,较上年同期增加,主要由于公司基于谨慎性原则,对预计无法收回的客户应收账款账面价值全额计提减值损失,另一方面因部分客户的经营受疫情等因素影响,回款速度放缓,计提信用减值损失有所增加。(三)期间费用影响公司在2022年度虽然销售费用、管理费用较上年同期均有下降,但财务费用较上年同期仍有所增长,2022年度公司财务费用较上年同期增加14%左右。以上为公司报告期经营业绩预计亏损的主要原因。",增亏,-1233705100.0,2023-01-31
2588,002721,金一文化,扣除后营业收入,"预计2022年1-12月扣除后营业收入:177,500万元至197,500万元。",1875000000.0,,"(一)营业收入影响2022年度,受整体经济环境及疫情因素影响,公司银邮渠道因部分银行营销活动无法正常开展进而影响销售;公司零售业务部分区域门店客流锐减、店面长时间关闭,另一方面公司关停了部分亏损门店,销售规模有所下降;公司经销渠道下游需求减少,导致销售减少;报告期公司战略收缩,继续减少开展资金效率相对较低的业务。以上因素导致公司2022年度营业收入较上年同期减少30%以上。(二)计提坏账准备影响2022年度,公司根据会计准则要求,对应收款项进行减值测试,本期预计计提信用减值损失170,000万元—190,000万元,较上年同期增加,主要由于公司基于谨慎性原则,对预计无法收回的客户应收账款账面价值全额计提减值损失,另一方面因部分客户的经营受疫情等因素影响,回款速度放缓,计提信用减值损失有所增加。(三)期间费用影响公司在2022年度虽然销售费用、管理费用较上年同期均有下降,但财务费用较上年同期仍有所增长,2022年度公司财务费用较上年同期增加14%左右。以上为公司报告期经营业绩预计亏损的主要原因。",略减,2927623400.0,2023-01-31
2589,002721,金一文化,营业收入,"预计2022年1-12月营业收入:180,000万元至200,000万元。",1900000000.0,-35.61,"(一)营业收入影响2022年度,受整体经济环境及疫情因素影响,公司银邮渠道因部分银行营销活动无法正常开展进而影响销售;公司零售业务部分区域门店客流锐减、店面长时间关闭,另一方面公司关停了部分亏损门店,销售规模有所下降;公司经销渠道下游需求减少,导致销售减少;报告期公司战略收缩,继续减少开展资金效率相对较低的业务。以上因素导致公司2022年度营业收入较上年同期减少30%以上。(二)计提坏账准备影响2022年度,公司根据会计准则要求,对应收款项进行减值测试,本期预计计提信用减值损失170,000万元—190,000万元,较上年同期增加,主要由于公司基于谨慎性原则,对预计无法收回的客户应收账款账面价值全额计提减值损失,另一方面因部分客户的经营受疫情等因素影响,回款速度放缓,计提信用减值损失有所增加。(三)期间费用影响公司在2022年度虽然销售费用、管理费用较上年同期均有下降,但财务费用较上年同期仍有所增长,2022年度公司财务费用较上年同期增加14%左右。以上为公司报告期经营业绩预计亏损的主要原因。",略减,2950792900.0,2023-01-31
2590,002721,金一文化,每股收益,预计2022年1-12月每股收益亏损:2.05元至2.95元。,-2.5,,"(一)营业收入影响2022年度,受整体经济环境及疫情因素影响,公司银邮渠道因部分银行营销活动无法正常开展进而影响销售;公司零售业务部分区域门店客流锐减、店面长时间关闭,另一方面公司关停了部分亏损门店,销售规模有所下降;公司经销渠道下游需求减少,导致销售减少;报告期公司战略收缩,继续减少开展资金效率相对较低的业务。以上因素导致公司2022年度营业收入较上年同期减少30%以上。(二)计提坏账准备影响2022年度,公司根据会计准则要求,对应收款项进行减值测试,本期预计计提信用减值损失170,000万元—190,000万元,较上年同期增加,主要由于公司基于谨慎性原则,对预计无法收回的客户应收账款账面价值全额计提减值损失,另一方面因部分客户的经营受疫情等因素影响,回款速度放缓,计提信用减值损失有所增加。(三)期间费用影响公司在2022年度虽然销售费用、管理费用较上年同期均有下降,但财务费用较上年同期仍有所增长,2022年度公司财务费用较上年同期增加14%左右。以上为公司报告期经营业绩预计亏损的主要原因。",增亏,-1.35,2023-01-31
2591,002719,ST麦趣,每股收益,预计2022年1-12月每股收益亏损:2.1247元至2.7564元。,-2.44055,,"1、因2022年公司召回的产品冲减销售收入、计提资产减值损失、产生的相关费用及罚款等因素,对业绩产生重大影响;2、因2022年新冠疫情影响,物流配送受严重影响、公司连锁门店正常营业天数下降等原因导致销售不达预期。",首亏,0.106,2023-01-31
2592,002719,ST麦趣,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:15,000万元至22,000万元,同比上年下降:2603.8%至3772.24%。",-185000000.0,-3188.02,"1、因2022年公司召回的产品冲减销售收入、计提资产减值损失、产生的相关费用及罚款等因素,对业绩产生重大影响;2、因2022年新冠疫情影响,物流配送受严重影响、公司连锁门店正常营业天数下降等原因导致销售不达预期。",首亏,5990900.0,2023-01-31
2593,002719,ST麦趣,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:37,000万元至48,000万元,同比上年下降:2104.6%至2700.57%。",-425000000.0,-2402.585,"1、因2022年公司召回的产品冲减销售收入、计提资产减值损失、产生的相关费用及罚款等因素,对业绩产生重大影响;2、因2022年新冠疫情影响,物流配送受严重影响、公司连锁门店正常营业天数下降等原因导致销售不达预期。",首亏,18457500.0,2023-01-31
2594,002714,牧原股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:1,300,000万元至1,500,000万元,同比上年增长:73.12%至99.76%。",14000000000.0,86.44,"公司预计2022年归属于上市公司股东的净利润较上年同期增长73.82%-102.79%,主要原因为:2022年公司生猪销量较上年有较大幅度增长(销售生猪6,120.1万头,同比增长52%);同时,全年生猪销售均价同比有所上涨,经营业绩上升。",预增,7509000000.0,2023-01-31
2595,002714,牧原股份,每股收益,预计2022年1-12月每股收益盈利:2.25元至2.63元。,2.44,,"公司预计2022年归属于上市公司股东的净利润较上年同期增长73.82%-102.79%,主要原因为:2022年公司生猪销量较上年有较大幅度增长(销售生猪6,120.1万头,同比增长52%);同时,全年生猪销售均价同比有所上涨,经营业绩上升。",预增,1.28,2023-01-31
2596,002714,牧原股份,净利润,"预计2022年1-12月净利润盈利:1,350,000万元至1,550,000万元。",14500000000.0,89.815,"公司预计2022年归属于上市公司股东的净利润较上年同期增长73.82%-102.79%,主要原因为:2022年公司生猪销量较上年有较大幅度增长(销售生猪6,120.1万头,同比增长52%);同时,全年生猪销售均价同比有所上涨,经营业绩上升。",预增,7639000000.0,2023-01-31
2597,002714,牧原股份,营业收入,"预计2022年1-12月营业收入:12,200,000万元至12,700,000万元。",124500000000.0,57.815,"公司预计2022年归属于上市公司股东的净利润较上年同期增长73.82%-102.79%,主要原因为:2022年公司生猪销量较上年有较大幅度增长(销售生猪6,120.1万头,同比增长52%);同时,全年生猪销售均价同比有所上涨,经营业绩上升。",预增,78890000000.0,2023-01-31
2598,002714,牧原股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:1,200,000万元至1,400,000万元,同比上年增长:73.82%至102.79%。",13000000000.0,88.305,"公司预计2022年归属于上市公司股东的净利润较上年同期增长73.82%-102.79%,主要原因为:2022年公司生猪销量较上年有较大幅度增长(销售生猪6,120.1万头,同比增长52%);同时,全年生猪销售均价同比有所上涨,经营业绩上升。",预增,6904000000.0,2023-01-31
2599,002713,*ST东易,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:65,000万元至80,000万元。",-725000000.0,-948.425,"1、报告期内国内新冠疫情反复、客户消费意愿下降使装修业务需求减少或需求延后,公司业务拓展、签单受到不利影响;各地区阶段性防疫封控及四季度疫情蔓延,也影响了公司已签订单结转的周期和进度,使收入下降。2、报告期初公司制定了积极的营销策略,加大了品牌建设投入、业务宣传以及客源拓展力度,陆续开设的多家数字化家装店面、装修样品等也开始摊销,致使销售费用增加。3、根据《企业会计准则第8号-资产减值》及相关会计政策规定,结合行业政策变化、市场竞争及被投资单位形成商誉资产的运营情况,公司预计本年度计提的商誉减值准备金额为7000万元至9000万元。最终商誉减值准备计提的金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。",首亏,85452500.0,2023-01-31
2600,002713,*ST东易,每股收益,预计2022年1-12月每股收益亏损:1.55元至1.91元。,-1.73,,"1、报告期内国内新冠疫情反复、客户消费意愿下降使装修业务需求减少或需求延后,公司业务拓展、签单受到不利影响;各地区阶段性防疫封控及四季度疫情蔓延,也影响了公司已签订单结转的周期和进度,使收入下降。2、报告期初公司制定了积极的营销策略,加大了品牌建设投入、业务宣传以及客源拓展力度,陆续开设的多家数字化家装店面、装修样品等也开始摊销,致使销售费用增加。3、根据《企业会计准则第8号-资产减值》及相关会计政策规定,结合行业政策变化、市场竞争及被投资单位形成商誉资产的运营情况,公司预计本年度计提的商誉减值准备金额为7000万元至9000万元。最终商誉减值准备计提的金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。",首亏,0.18,2023-01-31
2601,002713,*ST东易,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:65,000万元至80,000万元。",-725000000.0,-1034.96,"1、报告期内国内新冠疫情反复、客户消费意愿下降使装修业务需求减少或需求延后,公司业务拓展、签单受到不利影响;各地区阶段性防疫封控及四季度疫情蔓延,也影响了公司已签订单结转的周期和进度,使收入下降。2、报告期初公司制定了积极的营销策略,加大了品牌建设投入、业务宣传以及客源拓展力度,陆续开设的多家数字化家装店面、装修样品等也开始摊销,致使销售费用增加。3、根据《企业会计准则第8号-资产减值》及相关会计政策规定,结合行业政策变化、市场竞争及被投资单位形成商誉资产的运营情况,公司预计本年度计提的商誉减值准备金额为7000万元至9000万元。最终商誉减值准备计提的金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。",首亏,77543100.0,2023-01-31
